,lr1,lr2,weight_decay1,weight_decay2,loss_0,loss_1,loss_2,loss_3,loss_4
0,0.001678653019392707,3.514154914958956e-05,1.7364838879731575e-06,3.0575517966437457e-06,4.642972905585107,4.635555705618351,3.900715539810505,3.877231549202128,
1,0.0004606752424381493,0.002929140938028156,8.603289892947404e-06,2.557814456962051e-06,4.623799035904256,4.635085085605053,,,
2,0.003392057980980427,0.004730761794760438,8.082195178309654e-05,1.1286139856486008e-06,4.491871675531915,4.467757334607713,4.791303918716755,4.003129934757314,
3,0.01204910914036458,0.00845112261788917,1.0934365156434542e-05,1.0672771102950352e-05,4.6451873129986705,4.588800698138298,5.194985247672872,6.865711747839096,
4,0.04184158568811085,0.015271010218901085,0.004582445195599803,3.821491734910106e-06,4.722218874667553,,,,
5,0.0002925313322116124,0.028143947459516216,0.0005898082867158473,0.0005804550156829751,4.641557409408245,4.620904151429522,4.24419854346742,4.166587537400266,
6,1.1866012696984907e-05,1.9058493785788912e-05,8.818210135856339e-05,0.0002662673074410208,4.646101541722074,4.65315876412899,,,
7,0.0024913872099823703,1.153806821371421e-05,0.00023655145995647608,5.428819421170256e-05,4.6556806848404255,4.626500685671543,4.207941582862367,3.8978910405585108,
8,1.0037096498689013e-05,0.08073030553318117,3.2086419631974714e-05,0.007854782311256964,4.651083049368351,4.674429126496011,,,
9,0.0006188339116517515,0.04309054751874308,1.4943646773788343e-05,1.4161242322273652e-05,4.680600689827128,,,,
10,0.0001859728888319968,0.09004603984681757,0.0002084399100037009,3.315619540664793e-05,4.688854201296542,,,,
11,0.03413692239351968,0.003123840335060223,0.001008717919806722,2.4865280793759724e-05,4.704493745844415,,,,
12,0.0010535342591809214,1.2192681272217677e-05,0.006192711455473851,0.0020345196309204203,4.676868454953458,,,,
13,0.026504124871653857,6.0276766105165855e-05,0.0009756257209367713,1.4401607971568434e-05,4.66650702293883,,,,
14,0.0688235839070098,0.016437795228926803,1.3467663804726323e-06,0.0006879375334318355,4.671736826795213,,,,
15,0.002978888635819277,1.1001630263565295e-05,0.0001427279835988909,1.0281863322848681e-06,4.521292698636968,4.581023520611702,4.406832301363032,3.922434185920878,3.8932450964095744
16,0.00845671386870494,0.04336834190734858,4.013238126621103e-05,9.986256593206554e-06,4.753333298703457,,,,
17,0.023733496010528637,0.0003342446743823899,0.0009986958447113332,0.00011080667247036247,4.651660675698138,4.673841630651595,,,
18,5.63023719601323e-05,0.0030901788032179573,0.004199890659182736,0.009116344184011641,4.658020279255319,4.639475980718085,,,
