dataset,split,norm,eps,nb_correct_nat,nb_correct_adv,nb_examples,accuracy_nat,accuracy_adv
stanford_cars,clean,—,—,7,—,1000,0.007,—
stanford_cars,linf,Linf,0.01568627450980392,7,0,1000,0.007,0.0
stanford_cars,l2,L2,2.0,7,0,1000,0.007,0.0
stanford_cars,l1,L1,75.0,7,0,1000,0.007,0.0
