dataset,,,,,,,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset
metric,,,,,,,borda,nan_geom_cnt,nan_sum_cnt,rank_borda,rank_geom,rank_sum,score_geom,score_sum,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data
backbone,backbone_name,loss_function,pre_training_strategy,model_type,model_size,ft_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robust_convnext_tiny,"convnext_t,rob-sup,in1k",TRADES_v2,supervised (robust),fully convolutional,medium,FFT (50 epochs),1488.0,0,0,25.0,17.0,19.0,0.7197944199926392,14.712079365079365,0.5866666666666667,0.844,0.899,311.0,0.967,0.896,0.3856808141073067,4.192666666666667,1281167,0.0026666666666666666,0.012,0.052,124.0,0.288,0.228,1.0926489599999999e-07,0.5826666666666667,1281167,0.264,0.5253333333333333,0.6053333333333333,313.0,0.804,0.703,0.047450943096831996,2.901666666666667,1281167,0.007,0.224,0.592,292.0,0.86,0.7626666666666667,0.0006088369220266668,2.4456666666666664,1281167,0.004,0.015,0.052,114.0,0.334,0.20266666666666666,2.1119488000000005e-07,0.6076666666666667,1281167,0.5047619047619047,0.8357142857142857,0.8595238095238096,334.0,0.9595238095238096,0.8222222222222222,0.2860535054066978,3.981746031746032,1281167
edgenext_small.usi_in1k,"edgenetx_s,sup,in1k",TRADES_v2,supervised,hybrid,small,FFT (50 epochs),1546.0,0,0,22.0,35.0,20.0,0.4955377393328147,14.662857142857144,0.794,0.811,0.7426666666666667,231.0,0.916,0.809,0.35438822518996277,4.072666666666667,1281167,0.036,0.141,0.118,266.0,0.553,0.469,0.00015534654357599997,1.3170000000000002,1281167,0.191,0.288,0.104,247.0,0.768,0.6,0.0026361593855999997,1.951,1281167,0.16,0.3626666666666667,0.264,286.0,0.784,0.638,0.007662461255680002,2.208666666666667,1281167,0.073,0.267,0.216,266.0,0.6133333333333333,0.468,0.00120845447424,1.6373333333333333,1281167,0.7333333333333333,0.7023809523809523,0.3619047619047619,250.0,0.9380952380952381,0.7404761904761905,0.1294870924837559,3.4761904761904763,1281167
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,"convnext_b,hybrid,laion2b-in12k-in1k",TRADES_v2,hybrid,fully convolutional,large,FFT (50 epochs),1647.0,0,0,16.0,28.0,21.0,0.5644827189473028,14.625873015873015,0.812,0.843,0.8026666666666666,276.0,0.92,0.828,0.41854002494976,4.205666666666667,2330281167,0.05466666666666667,0.275,0.374,348.0,0.631,0.54,0.0019157992920000005,1.8746666666666665,2330281167,0.409,0.664,0.604,352.0,0.86,0.779,0.10989153376576,3.316,2330281167,0.059,0.043,0.015,115.0,0.192,0.169,1.2348086399999998e-06,0.478,2330281167,0.16,0.494,0.5493333333333333,383.0,0.78,0.669,0.0226570626048,2.6523333333333334,2330281167,0.4166666666666667,0.4158730158730159,0.2761904761904762,173.0,0.569047619047619,0.42142857142857143,0.011477063526342762,2.0992063492063493,2330281167
CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,"convnext_b,clip,laiona",CLASSIC_AT,self-supervised (multimodal),fully convolutional,large,FFT (50 epochs),1474.0,0,0,26.0,18.0,22.0,0.7169065260352583,14.510619047619048,0.77,0.792,0.7226666666666667,199.0,0.8866666666666667,0.797,0.3114387396736001,3.9683333333333337,900000000,0.038,0.082,0.072,200.0,0.188,0.171,7.212468096e-06,0.551,900000000,0.429,0.5133333333333333,0.43866666666666665,271.0,0.7066666666666667,0.584,0.039867485613511104,2.6716666666666664,900000000,0.15466666666666667,0.208,0.162,203.0,0.447,0.359,0.000836328789504,1.3306666666666667,900000000,0.066,0.324,0.364,289.0,0.6306666666666667,0.5066666666666667,0.0024872104857600005,1.8913333333333333,900000000,0.7333333333333333,0.8666666666666667,0.7595238095238095,312.0,0.9380952380952381,0.8,0.3622695490047871,4.097619047619047,900000000
coatnet_2_rw_224.sw_in12k_ft_in1k,"coatnet_2,sup,in12k-in1k",CLASSIC_AT,supervised,hybrid,large,FFT (50 epochs),1535.0,0,0,23.0,16.0,23.0,0.7303334366918799,14.404333333333332,0.782,0.852,0.819,303.0,0.951,0.851,0.4416114514790159,4.255,10281167,0.004,0.031,0.142,163.0,0.335,0.25,1.47467e-06,0.762,10281167,0.17,0.156,0.098,182.0,0.349,0.28,0.00025397037120000006,1.053,10281167,0.178,0.407,0.391,302.0,0.779,0.626,0.013813475438443999,2.381,10281167,0.044,0.318,0.418,310.0,0.71,0.58,0.0024084765407999995,2.07,10281167,0.65,0.8142857142857143,0.7071428571428572,275.0,0.9285714285714286,0.7833333333333333,0.27224458819241987,3.8833333333333333,10281167
convnext_base.fb_in1k,"convnext_b,sup,in1k",CLASSIC_AT,supervised,fully convolutional,large,FFT (50 epochs),1646.0,0,0,17.0,29.0,24.0,0.5639284005854399,14.390857142857145,0.825,0.86,0.812,304.0,0.94,0.835,0.45219187859999993,4.272,1281167,0.086,0.26,0.269,319.0,0.555,0.47733333333333333,0.0015934514128,1.6473333333333335,1281167,0.53,0.5826666666666667,0.48133333333333334,311.0,0.7666666666666667,0.672,0.07658043625244446,3.032666666666667,1281167,0.252,0.477,0.404,360.0,0.822,0.695,0.02774322263664,2.65,1281167,0.20133333333333334,0.332,0.29333333333333333,305.0,0.636,0.4666666666666667,0.005819411683555557,1.9293333333333336,1281167,0.0,0.0,0.0,47.0,0.48095238095238096,0.37857142857142856,0.0,0.8595238095238096,1281167
convnext_tiny.fb_in1k,"convnext_t,sup,in1k",CLASSIC_AT,supervised,fully convolutional,medium,FFT (50 epochs),1464.0,0,0,27.0,11.0,25.0,0.821062475665366,14.190666666666667,0.809,0.838,0.769,265.0,0.925,0.8266666666666667,0.39864933033733346,4.167666666666667,1281167,0.112,0.189,0.15,275.0,0.42,0.356,0.000474755904,1.2269999999999999,1281167,0.432,0.411,0.25733333333333336,252.0,0.616,0.53,0.014916886871040003,2.2463333333333333,1281167,0.182,0.391,0.336,305.0,0.806,0.632,0.012179782777344004,2.347,1281167,0.006666666666666667,0.008,0.006666666666666667,32.0,0.006666666666666667,0.008,1.8962962962962968e-11,0.036000000000000004,1281167,0.7841269841269841,0.873015873015873,0.75,335.0,0.95,0.8095238095238095,0.3948417197566857,4.166666666666666,1281167
robust_convnext_base,"convnext_b,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully convolutional,large,FFT (50 epochs),1645.0,0,0,18.0,30.0,26.0,0.56248997231947,13.771698412698411,0.736,0.872,0.8786666666666667,342.0,0.9573333333333334,0.9,0.4858745380864001,4.344,1281167,0.04,0.202,0.335,311.0,0.563,0.482,0.0007345334888,1.6219999999999999,1281167,0.382,0.519,0.47733333333333333,279.0,0.7133333333333334,0.603,0.040706364281279994,2.6946666666666665,1281167,0.162,0.529,0.618,376.0,0.856,0.747,0.03386519090524801,2.912,1281167,0.097,0.254,0.244,255.0,0.518,0.4066666666666667,0.0012663787457066669,1.5196666666666667,1281167,0.10476190476190476,0.1619047619047619,0.12142857142857143,82.0,0.16428571428571428,0.12698412698412698,4.2966812035255744e-05,0.6793650793650793,1281167
coatnet_2_rw_224.sw_in12k,"coatnet_2,sup,in12k",CLASSIC_AT,supervised,hybrid,large,FFT (50 epochs),1455.0,0,0,28.0,20.0,27.0,0.6634652082600514,13.656476190476189,0.832,0.865,0.82,334.0,0.95,0.871,0.4883093571199999,4.337999999999999,9000000,0.002,0.048,0.118,153.0,0.314,0.227,8.074371840000001e-07,0.709,9000000,0.332,0.405,0.366,255.0,0.692,0.58,0.019751872809600005,2.375,9000000,0.07066666666666667,0.10666666666666667,0.08533333333333333,160.0,0.23733333333333334,0.188,2.869978402765432e-05,0.688,9000000,0.07333333333333333,0.32266666666666666,0.426,320.0,0.698,0.5693333333333334,0.004005780628764444,2.0893333333333333,9000000,0.6095238095238096,0.6761904761904762,0.6095238095238096,233.0,0.8666666666666667,0.6952380952380952,0.1513686904804754,3.4571428571428573,9000000
robust_deit_small_patch16_224,"deit_s,rob-sup,in1k",TRADES_v2,supervised (robust),fully attention,medium,FFT (50 epochs),1531.0,0,0,24.0,39.0,28.0,0.43031620380354485,13.210857142857144,0.692,0.834,0.8346666666666667,294.0,0.9546666666666667,0.864,0.39732941360332796,4.179333333333333,1281167,0.022,0.219,0.3253333333333333,320.0,0.6213333333333333,0.566,0.0005512345663146665,1.7536666666666667,1281167,0.19466666666666665,0.524,0.5333333333333333,294.0,0.7706666666666667,0.687,0.028803477185422227,2.709666666666667,1281167,0.033,0.328,0.51,312.0,0.839,0.727,0.0033670869487200006,2.437,1281167,0.012,0.179,0.323,263.0,0.676,0.565,0.00026499149976,1.7550000000000001,1281167,0.0,0.023809523809523808,0.01904761904761905,48.0,0.18333333333333332,0.15,0.0,0.3761904761904762,1281167
coatnet_0_rw_224.sw_in1k,"coatnet_0,sup,in1k",TRADES_v2,supervised,hybrid,medium,FFT (50 epochs),1283.0,0,0,33.0,26.0,29.0,0.6206501474601915,13.198714285714287,0.731,0.791,0.7346666666666667,176.0,0.88,0.764,0.28560133071829336,3.900666666666667,1281167,0.04,0.174,0.195,276.0,0.506,0.425,0.00029186586,1.34,1281167,0.0,0.0,0.0,69.0,0.53,0.291,0.0,0.821,1281167,0.158,0.071,0.013,198.0,0.777,0.571,6.4701733278e-05,1.5899999999999999,1281167,0.05466666666666667,0.22266666666666668,0.224,248.0,0.564,0.446,0.0006858668018346667,1.5113333333333332,1281167,0.7404761904761905,0.8444444444444444,0.7404761904761905,316.0,0.9547619047619048,0.7555555555555555,0.33400638234678554,4.0357142857142865,1281167
eva02_base_patch14_224.mim_in22k,"eva02_b,mim,ink22k",CLASSIC_AT,self-supervised,fully attention,large,FFT (50 epochs),1418.0,0,0,31.0,10.0,30.0,0.8323223271388702,13.163380952380951,0.81,0.843,0.783,264.0,0.922,0.805,0.39682694811690006,4.163,14197122,0.024,0.06266666666666666,0.068,182.0,0.172,0.153,2.6913899519999997e-06,0.4796666666666667,14197122,0.422,0.571,0.512,305.0,0.773,0.67,0.06389587426304,2.948,14197122,0.103,0.13,0.07733333333333334,169.0,0.28,0.255,7.393422400000001e-05,0.8453333333333334,14197122,0.036,0.09333333333333334,0.077,172.0,0.222,0.18,1.03384512e-05,0.6083333333333333,14197122,0.7428571428571429,0.8698412698412699,0.7595238095238095,326.0,0.95,0.7968253968253968,0.37151254069377815,4.119047619047619,14197122
convnext_tiny.fb_in22k,"convnext_t,sup,in22k",CLASSIC_AT,supervised,fully convolutional,medium,FFT (50 epochs),1392.0,0,0,32.0,31.0,31.0,0.5346125769294301,13.121666666666666,0.436,0.43,0.38,35.0,0.464,0.42933333333333334,0.014192245998933333,2.139333333333333,14197122,0.055,0.064,0.04666666666666667,184.0,0.12,0.089,1.7543679999999998e-06,0.3746666666666667,14197122,0.594,0.635,0.54,335.0,0.807,0.6853333333333333,0.1126495134864,3.2613333333333334,14197122,0.20533333333333334,0.256,0.13733333333333334,211.0,0.4226666666666667,0.338,0.001031312028709926,1.3593333333333335,14197122,0.14133333333333334,0.31066666666666665,0.2773333333333333,288.0,0.6013333333333334,0.473,0.003463520402748049,1.8036666666666665,14197122,0.7880952380952381,0.8809523809523809,0.7642857142857142,339.0,0.95,0.8,0.40327423064463874,4.183333333333333,14197122
vit_base_patch16_clip_224.laion2b,"vit_b,clip,laion2b",TRADES_v2,self-supervised (multimodal),fully attention,large,FFT (50 epochs),1431.0,0,0,29.0,40.0,32.0,0.42803850364132107,12.831396825396824,0.7573333333333333,0.829,0.765,241.0,0.921,0.824,0.3644935771737599,4.096333333333333,2320000000,0.007,0.06,0.129,193.0,0.391,0.3,6.355314000000001e-06,0.887,2320000000,0.341,0.5493333333333333,0.478,306.0,0.806,0.692,0.04994124496580267,2.8663333333333334,2320000000,0.077,0.33866666666666667,0.304,274.0,0.786,0.656,0.004087550652416,2.1616666666666666,2320000000,0.075,0.43066666666666664,0.5,362.0,0.827,0.712,0.009509507599999998,2.5446666666666666,2320000000,0.023809523809523808,0.030952380952380953,0.05,55.0,0.0880952380952381,0.08253968253968254,2.6793534244133534e-07,0.2753968253968254,2320000000
vit_base_patch16_224.augreg_in1k,"vit_b,sup,in1k",TRADES_v2,supervised,fully attention,large,FFT (50 epochs),1264.0,0,0,34.0,34.0,33.0,0.5264264438117527,12.497777777777777,0.7173333333333334,0.748,0.691,175.0,0.901,0.804,0.26858484094604806,3.8613333333333335,1281167,0.017,0.128,0.155,247.0,0.497,0.43,7.20801088e-05,1.227,1281167,0.041,0.06,0.031,119.0,0.191,0.154,2.24311164e-06,0.477,1281167,0.07,0.258,0.19,221.0,0.712,0.562,0.0013730541216,1.792,1281167,0.028,0.152,0.142,223.0,0.538,0.436,0.00014176163993599998,1.296,1281167,0.680952380952381,0.7952380952380952,0.6349206349206349,279.0,0.9428571428571428,0.7904761904761904,0.25625246388372863,3.844444444444444,1281167
robust_resnet50,"resnet50,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully convolutional,medium,FFT (50 epochs),1248.0,0,0,35.0,66.0,34.0,0.06824446375462256,11.786952380952382,0.156,0.6253333333333333,0.829,215.0,0.957,0.838,0.06485547801532798,3.4053333333333335,1281167,0.004,0.053,0.366,250.0,0.579,0.509,2.2867215912000003e-05,1.5110000000000001,1281167,0.014666666666666666,0.127,0.308,196.0,0.692,0.488,0.00019373664546133332,1.6296666666666666,1281167,0.0,0.05,0.424,209.0,0.815,0.59,0.0,1.879,1281167,0.0,0.084,0.366,225.0,0.694,0.537,0.0,1.681,1281167,0.18095238095238095,0.2857142857142857,0.3,153.0,0.5238095238095238,0.3904761904761905,0.003172381877921236,1.680952380952381,1281167
coat_tiny.in1k,"coat_t,sup,in1k",TRADES_v2,supervised,hybrid,small,FFT (50 epochs),1419.0,1,1,30.0,60.0,35.0,0.2032884368220592,11.764015873015872,,,0.763,,0.912,,,,1281167,0.021333333333333333,0.16533333333333333,0.204,282.0,0.572,0.487,0.00020043534062933328,1.4496666666666664,1281167,0.335,0.49,0.343,276.0,0.766,0.624,0.026912148244800004,2.558,1281167,0.1,0.381,0.349,301.0,0.822,0.659,0.0072029041362000005,2.311,1281167,0.039,0.283,0.309,287.0,0.684,0.5573333333333333,0.001300111626528,1.8723333333333332,1281167,0.6253968253968254,0.7047619047619048,0.5238095238095238,273.0,0.9714285714285714,0.7476190476190476,0.16767283747390185,3.573015873015873,1281167
vit_base_patch16_224.augreg_in1k,"vit_b,sup,in1k",CLASSIC_AT,supervised,fully attention,large,FFT (50 epochs),1083.0,0,0,43.0,32.0,36.0,0.530873093948051,11.306857142857144,0.681,0.756,0.683,151.0,0.877,0.78,0.24053806177128004,3.777,1281167,0.011,0.04933333333333333,0.09733333333333333,189.0,0.352,0.276,5.131525461333333e-06,0.7856666666666666,1281167,0.20266666666666666,0.352,0.313,243.0,0.632,0.536,0.007563994311338666,2.0356666666666667,1281167,0.022,0.036,0.035,72.0,0.062,0.048,8.249471999999999e-08,0.203,1281167,0.011,0.048,0.053,149.0,0.269,0.215,1.61845464e-06,0.596,1281167,0.6857142857142857,0.8095238095238095,0.6928571428571428,279.0,0.9357142857142857,0.7857142857142857,0.28276420539061103,3.90952380952381,1281167
deit_tiny_patch16_224.fb_in1k,"deit_t,sup,in1k",TRADES_v2,supervised,fully attention,small,FFT (50 epochs),969.0,0,0,48.0,43.0,37.0,0.32517728620170677,11.266238095238098,0.656,0.731,0.657,129.0,0.867,0.745,0.20349884850408,3.656,1281167,0.007,0.065,0.11,205.0,0.478,0.387,9.258549299999998e-06,1.0470000000000002,1281167,0.0,0.0,0.0,52.0,0.302,0.202,0.0,0.504,1281167,0.018,0.162,0.158,178.0,0.681,0.531,0.000166604312808,1.5500000000000003,1281167,0.003,0.099,0.124,175.0,0.5293333333333333,0.392,7.641760895999999e-06,1.1473333333333333,1281167,0.4785714285714286,0.7095238095238096,0.5619047619047619,230.0,0.919047619047619,0.6928571428571428,0.1214949330746228,3.3619047619047624,1281167
robust_deit_small_patch16_224,"deit_s,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully attention,medium,FFT (50 epochs),1186.0,0,0,36.0,15.0,38.0,0.73822284699332,11.169269841269841,0.651,0.858,0.873,302.0,0.95,0.89,0.41228366879699996,4.2219999999999995,1281167,0.005333333333333333,0.014,0.016,78.0,0.06933333333333333,0.051,4.224341333333333e-09,0.15566666666666665,1281167,0.02,0.064,0.09333333333333334,123.0,0.19333333333333333,0.166,3.834083555555556e-06,0.5366666666666667,1281167,0.004,0.131,0.224,159.0,0.476,0.379,2.1175099904e-05,1.214,1281167,0.019,0.10133333333333333,0.12266666666666666,188.0,0.42,0.32,3.1741815466666666e-05,0.9829999999999999,1281167,0.5619047619047619,0.8666666666666667,0.8238095238095238,336.0,0.9547619047619048,0.8507936507936508,0.3258824229730525,4.057936507936508,1281167
vit_base_patch16_224.mae,"vit_b,mae,in1k",TRADES_v2,self-supervised,fully attention,large,FFT (50 epochs),1170.0,0,0,37.0,70.0,39.0,0.053784324656448,10.922761904761904,0.155,0.6,0.759,144.0,0.914,0.8,0.05161321440000001,3.2279999999999998,1281167,0.019,0.17,0.232,279.0,0.564,0.476,0.00020117618304,1.4609999999999999,1281167,0.004,0.07466666666666667,0.09,129.0,0.3,0.249,2.007936e-06,0.7176666666666667,1281167,0.024,0.276,0.293,228.0,0.77,0.595,0.0008891921808,1.958,1281167,0.042,0.264,0.279,275.0,0.641,0.544,0.0010787339566080004,1.7700000000000002,1281167,0.0,0.0,0.2698412698412698,115.0,0.873015873015873,0.6452380952380953,0.0,1.788095238095238,1281167
regnetx_004.pycls_in1k,"regnetx_004,sup,in1k",CLASSIC_AT,supervised,fully convolutional,small,FFT (50 epochs),927.0,0,0,49.0,38.0,40.0,0.4377868472002056,10.845761904761906,0.568,0.66,0.578,113.0,0.884,0.749,0.14346771863424,3.439,1281167,0.008,0.02,0.02,132.0,0.266,0.23,1.9577600000000002e-07,0.544,1281167,0.064,0.004,0.0,139.0,0.581,0.478,0.0,1.127,1281167,0.016,0.032,0.018666666666666668,113.0,0.504,0.37,1.7822515200000004e-06,0.9406666666666668,1281167,0.003,0.067,0.064,141.0,0.415,0.308,1.64427648e-06,0.857,1281167,0.6928571428571428,0.8,0.7365079365079366,289.0,0.9492063492063492,0.7595238095238095,0.2943155062619656,3.9380952380952383,1281167
vit_base_patch16_224.mae,"vit_b,mae,in1k",CLASSIC_AT,self-supervised,fully attention,large,FFT (50 epochs),1046.0,0,0,44.0,42.0,41.0,0.3253646094844401,10.652857142857142,0.587,0.767,0.692,144.0,0.87,0.7813333333333333,0.21178498420767997,3.697333333333333,1281167,0.024,0.137,0.168,244.0,0.421,0.3586666666666667,8.340924748800002e-05,1.1086666666666667,1281167,0.02666666666666667,0.204,0.336,223.0,0.699,0.588,0.00075126417408,1.8536666666666664,1281167,0.016,0.025,0.03,62.0,0.072,0.071,6.134399999999998e-08,0.21400000000000002,1281167,0.01,0.039,0.041,137.0,0.173,0.14,3.872778000000001e-07,0.403,1281167,0.36666666666666664,0.7047619047619048,0.6333333333333333,236.0,0.9333333333333333,0.7380952380952381,0.11274450323339213,3.376190476190476,1281167
robust_convnext_tiny,"convnext_t,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully convolutional,medium,FFT (50 epochs),1123.0,0,0,40.0,55.0,42.0,0.25775268818718367,10.63004761904762,0.528,0.512,0.491,56.0,0.569,0.522,0.03942467710156801,2.622,1281167,0.057,0.184,0.2,267.0,0.367,0.3253333333333333,0.0002504478464,1.1333333333333333,1281167,0.189,0.463,0.568,292.0,0.774,0.665,0.025583133486959998,2.6590000000000003,1281167,0.058,0.063,0.061,121.0,0.096,0.079,1.6904280960000002e-06,0.35700000000000004,1281167,0.012,0.012,0.013,66.0,0.02,0.016,5.990399999999999e-10,0.073,1281167,0.3619047619047619,0.8119047619047619,0.8380952380952381,321.0,0.9571428571428572,0.8166666666666667,0.19249273872511968,3.7857142857142856,1281167
swin_tiny_patch4_window7_224.ms_in1k,"swin_t,sup,in1k",CLASSIC_AT,supervised,fully attention,medium,FFT (50 epochs),982.0,0,0,47.0,33.0,43.0,0.5275568429824322,10.30595238095238,0.746,0.7893333333333333,0.709,175.0,0.884,0.7586666666666667,0.27999403163670755,3.887,1281167,0.031,0.079,0.083,199.0,0.233,0.184,8.714462824e-06,0.6100000000000001,1281167,0.0,0.0,0.0,10.0,0.011,0.012,0.0,0.023,1281167,0.14666666666666667,0.29,0.208,230.0,0.669,0.516,0.0030539967743999996,1.8296666666666668,1281167,0.02,0.028,0.019,97.0,0.043,0.032,1.464064e-08,0.14200000000000002,1281167,0.7547619047619047,0.7880952380952381,0.5857142857142857,271.0,0.9357142857142857,0.75,0.24450008546786062,3.814285714285714,1281167
swin_tiny_patch4_window7_224.ms_in1k,"swin_t,sup,in1k",TRADES_v2,supervised,fully attention,medium,FFT (50 epochs),1149.0,0,0,38.0,48.0,44.0,0.3024916872626881,9.993523809523811,0.732,0.793,0.718,191.0,0.902,0.787,0.29586254077723206,3.9320000000000004,1281167,0.034,0.177,0.208,284.0,0.558,0.469,0.000327583908288,1.4460000000000002,1281167,0.052,0.076,0.071,136.0,0.206,0.174,1.0057539647999996e-05,0.579,1281167,0.13,0.352,0.258,260.0,0.753,0.598,0.00531620698752,2.0909999999999997,1281167,0.06,0.25,0.215,262.0,0.634,0.477,0.0009752980499999999,1.6360000000000001,1281167,0.0,0.0,0.0,16.0,0.19523809523809524,0.11428571428571428,0.0,0.30952380952380953,1281167
robust_resnet50,"resnet50,rob-sup,in1k",TRADES_v2,supervised (robust),fully convolutional,medium,FFT (50 epochs),1029.0,0,0,45.0,68.0,45.0,0.060121346501631985,9.827396825396825,0.148,0.611,0.832,208.0,0.958,0.824,0.05939077229363199,3.3729999999999998,1281167,0.0,0.048,0.349,244.0,0.631,0.52,0.0,1.548,1281167,0.02,0.182,0.46,229.0,0.72,0.606,0.0007305742079999999,1.988,1281167,0.0,0.024,0.427,208.0,0.807,0.654,0.0,1.912,1281167,0.0,0.01,0.063,108.0,0.364,0.244,0.0,0.681,1281167,0.0,0.0,0.009523809523809525,32.0,0.18571428571428572,0.13015873015873017,0.0,0.3253968253968254,1281167
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,"convnext_b,hybrid,laion2b-in12k-in1k",CLASSIC_AT,hybrid,fully convolutional,large,FFT (50 epochs),1108.0,0,0,42.0,41.0,46.0,0.4066249267176637,9.757952380952382,0.794,0.816,0.783,241.0,0.913,0.807,0.37378058163811206,4.113,2330281167,0.034,0.05,0.036,161.0,0.084,0.098,5.037984e-07,0.302,2330281167,0.009,0.009,0.009,62.0,0.009,0.009,5.904899999999997e-11,0.045,2330281167,0.173,0.209,0.152,205.0,0.418,0.316,0.0007259376840319998,1.268,2330281167,0.091,0.255,0.267,246.0,0.504,0.382,0.0011928524680800002,1.499,2330281167,0.41904761904761906,0.49523809523809526,0.4142857142857143,193.0,0.6428571428571429,0.5595238095238095,0.030925051069990682,2.530952380952381,2330281167
robust_vit_base_patch16_224,"vit_b,rob-sup,in1k",TRADES_v2,supervised (robust),fully attention,large,FFT (50 epochs),1114.0,0,0,41.0,37.0,47.0,0.4384026425321999,9.284619047619048,0.755,0.855,0.814,303.0,0.943,0.884,0.4380275524481999,4.251,1281167,0.021,0.191,0.222,280.0,0.516,0.47,0.00021594999384,1.42,1281167,0.036,0.12,0.054,171.0,0.471,0.4186666666666667,4.6000949759999996e-05,1.0996666666666668,1281167,0.008,0.112,0.063,148.0,0.602,0.469,1.5937415424e-05,1.254,1281167,0.037,0.136,0.129,205.0,0.423,0.354,9.720172497599999e-05,1.0790000000000002,1281167,0.0,0.0,0.0,7.0,0.10714285714285714,0.07380952380952381,0.0,0.18095238095238095,1281167
vit_base_patch16_224.augreg_in21k,"vit_b,sup,in22k",TRADES_v2,supervised,fully attention,large,FFT (50 epochs),905.0,0,0,52.0,44.0,48.0,0.3143622479877346,9.20452380952381,0.733,0.802,0.737,204.0,0.894,0.81,0.31373889922188003,3.976,14197122,0.004,0.016,0.011,97.0,0.178,0.154,1.9298047999999997e-08,0.363,14197122,0.005,0.255,0.202,245.0,0.811,0.73,0.00015247732650000003,2.003,14197122,0.003,0.014,0.009,64.0,0.181,0.14,9.57852e-09,0.34700000000000003,14197122,0.007,0.081,0.093,157.0,0.404,0.321,6.838367004000001e-06,0.9059999999999999,14197122,0.02857142857142857,0.23809523809523808,0.22857142857142856,138.0,0.6666666666666666,0.44761904761904764,0.00046400419578262135,1.6095238095238094,14197122
vit_small_patch16_224.augreg_in1k,"vit_s,sup,in1k",TRADES_v2,supervised,fully attention,medium,FFT (50 epochs),669.0,0,0,65.0,47.0,49.0,0.3029805467696951,9.144730158730159,0.682,0.711,0.6026666666666667,136.0,0.872,0.772,0.19672743616204802,3.639666666666667,1281167,0.006,0.007,0.007,46.0,0.035,0.030666666666666665,3.1556000000000005e-10,0.08566666666666667,1281167,0.0,0.0,0.0,42.0,0.25866666666666666,0.16666666666666666,0.0,0.42533333333333334,1281167,0.028,0.193,0.151,188.0,0.703,0.56,0.00032124445472000003,1.635,1281167,0.005333333333333333,0.007,0.007,40.0,0.042,0.039,4.2806400000000005e-10,0.10033333333333333,1281167,0.5301587301587302,0.669047619047619,0.5,217.0,0.8833333333333333,0.6761904761904762,0.10593186540930305,3.2587301587301587,1281167
regnetx_004.pycls_in1k,"regnetx_004,sup,in1k",TRADES_v2,supervised,fully convolutional,small,FFT (50 epochs),623.0,0,0,70.0,69.0,50.0,0.05730809488536,9.000444444444444,0.536,0.468,0.379,69.0,0.849,0.71,0.05730808438368,2.942,1281167,0.004,0.0,0.0,102.0,0.427,0.32133333333333336,0.0,0.7523333333333333,1281167,0.024,0.0,0.0,123.0,0.737,0.55,0.0,1.311,1281167,0.003,0.0,0.0,92.0,0.759,0.513,0.0,1.275,1281167,0.007,0.007,0.001,111.0,0.564,0.38,1.050168e-08,0.959,1281167,0.1619047619047619,0.011904761904761904,0.0,126.0,0.9238095238095239,0.6634920634920635,0.0,1.761111111111111,1281167
