,clean_acc,Linf_acc,L2_acc,L1_acc,common_acc,sum,geom,model_size,backbone,dataset,loss_function,model_type
210,0.82,0.439,0.494,0.236,0.69,2.679,0.02895785674079999,2,convnext_base.fb_in22k,oxford-iiit-pet,TRADES_v2,fully convolutional
211,0.878,0.648,0.5,0.13,0.7493333333333333,2.905333333333333,0.027711365760000002,2,robust_convnext_base,oxford-iiit-pet,TRADES_v2,fully convolutional
212,0.712,0.19,0.258,0.07,0.562,1.792,0.0013730541216,2,vit_base_patch16_224.augreg_in1k,oxford-iiit-pet,TRADES_v2,fully attention
213,0.181,0.009,0.014,0.003,0.14,0.34700000000000003,9.57852e-09,2,vit_base_patch16_224.augreg_in21k,oxford-iiit-pet,TRADES_v2,fully attention
214,0.786,0.304,0.33866666666666667,0.077,0.656,2.1616666666666666,0.004087550652416,2,vit_base_patch16_clip_224.laion2b,oxford-iiit-pet,TRADES_v2,fully attention
215,0.8226666666666667,0.37333333333333335,0.43866666666666665,0.165,0.658,2.4576666666666664,0.014627332747377781,1,convnext_tiny.fb_in1k,oxford-iiit-pet,TRADES_v2,fully convolutional
216,0.86,0.592,0.224,0.007,0.7626666666666667,2.4456666666666664,0.0006088369220266668,1,robust_convnext_tiny,oxford-iiit-pet,TRADES_v2,fully convolutional
217,0.839,0.51,0.328,0.033,0.727,2.437,0.0033670869487200006,1,robust_deit_small_patch16_224,oxford-iiit-pet,TRADES_v2,fully attention
218,0.703,0.151,0.193,0.028,0.56,1.635,0.00032124445472000003,1,vit_small_patch16_224.augreg_in1k,oxford-iiit-pet,TRADES_v2,fully attention
219,0.768,0.332,0.389,0.172,0.6333333333333333,2.2943333333333333,0.0108046249984,1,convnext_tiny.fb_in22k,oxford-iiit-pet,TRADES_v2,fully convolutional
220,0.705,0.255,0.2613333333333333,0.037,0.539,1.7973333333333334,0.0009369460715999999,2,vit_base_patch16_clip_224.laion2b_ft_in1k,oxford-iiit-pet,TRADES_v2,fully attention
221,0.62,0.144,0.20133333333333334,0.06133333333333333,0.496,1.5226666666666666,0.0005468246835199999,2,vit_base_patch16_224.augreg_in21k_ft_in1k,oxford-iiit-pet,TRADES_v2,fully attention
222,0.449,0.0,0.0,0.0,0.325,0.774,0.0,1,vit_small_patch16_224.augreg_in21k_ft_in1k,oxford-iiit-pet,TRADES_v2,fully attention
223,0.768,0.36666666666666664,0.451,0.224,0.631,2.440666666666667,0.0179509141504,2,eva02_base_patch14_224.mim_in22k,oxford-iiit-pet,TRADES_v2,fully attention
224,0.819,0.003,0.007,0.01,0.63,1.4689999999999999,1.083537e-07,1,eva02_tiny_patch14_224.mim_in22k,oxford-iiit-pet,TRADES_v2,fully attention
225,0.787,0.336,0.43,0.216,0.656,2.425,0.01611165136896,2,swin_base_patch4_window7_224.ms_in22k_ft_in1k,oxford-iiit-pet,TRADES_v2,fully attention
226,0.753,0.258,0.352,0.13,0.598,2.0909999999999997,0.00531620698752,1,swin_tiny_patch4_window7_224.ms_in1k,oxford-iiit-pet,TRADES_v2,fully attention
227,0.192,0.015,0.043,0.059,0.169,0.478,1.2348086399999998e-06,2,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,oxford-iiit-pet,TRADES_v2,fully convolutional
228,0.819,0.424,0.492,0.25333333333333335,0.7013333333333334,2.6896666666666667,0.030355100805119998,2,convnext_base.fb_in22k_ft_in1k,oxford-iiit-pet,TRADES_v2,fully convolutional
229,0.651,0.248,0.28,0.20266666666666666,0.52,1.9016666666666668,0.004764050636800001,1,convnext_tiny.fb_in22k_ft_in1k,oxford-iiit-pet,TRADES_v2,fully convolutional
230,0.777,0.013,0.071,0.158,0.571,1.5899999999999999,6.4701733278e-05,1,coatnet_0_rw_224.sw_in1k,oxford-iiit-pet,TRADES_v2,hybrid
231,,,,,,,,2,coatnet_2_rw_224.sw_in12k_ft_in1k,oxford-iiit-pet,TRADES_v2,hybrid
232,,,,,,,,2,coatnet_2_rw_224.sw_in12k,oxford-iiit-pet,TRADES_v2,hybrid
240,0.9380952380952381,0.7595238095238095,0.8666666666666667,0.7333333333333333,0.8,4.097619047619047,0.3622695490047871,2,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
241,0.9452380952380952,0.7571428571428571,0.8571428571428571,0.6904761904761905,0.7952380952380952,4.045238095238095,0.3368357199050659,2,CLIP-convnext_base_w-laion2B-s13B-b82K,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
242,0.9452380952380952,0.6023809523809524,0.7936507936507936,0.7,0.8,3.841269841269841,0.2530637440161249,1,deit_small_patch16_224.fb_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
243,0.5238095238095238,0.3,0.2857142857142857,0.18095238095238095,0.3904761904761905,1.680952380952381,0.003172381877921236,1,robust_resnet50,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
244,0.44285714285714284,0.2619047619047619,0.3238095238095238,0.29523809523809524,0.30714285714285716,1.630952380952381,0.003405724246290677,1,vit_small_patch16_224.augreg_in21k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
245,0.48095238095238096,0.0,0.0,0.0,0.37857142857142856,0.8595238095238096,0.0,2,convnext_base.fb_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
246,0.6404761904761904,0.0,0.0,0.0,0.41904761904761906,1.0595238095238095,0.0,1,resnet50.a1_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
247,0.1746031746031746,0.02857142857142857,0.02142857142857143,0.009523809523809525,0.12142857142857143,0.35555555555555557,1.2362573795310156e-07,2,robust_vit_base_patch16_224,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
248,0.9333333333333333,0.6333333333333333,0.7047619047619048,0.36666666666666664,0.7380952380952381,3.376190476190476,0.11274450323339213,2,vit_base_patch16_224.mae,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
249,0.40476190476190477,0.2833333333333333,0.3119047619047619,0.22857142857142856,0.3476190476190476,1.5761904761904764,0.00284213573562456,1,vit_small_patch16_224.dino,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
250,0.21904761904761905,0.08571428571428572,0.1365079365079365,0.1595238095238095,0.1880952380952381,0.7888888888888889,7.690471415863613e-05,2,convnext_base.fb_in22k,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
251,0.16428571428571428,0.12142857142857143,0.1619047619047619,0.10476190476190476,0.12698412698412698,0.6793650793650793,4.2966812035255744e-05,2,robust_convnext_base,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
252,0.9357142857142857,0.6928571428571428,0.8095238095238095,0.6857142857142857,0.7857142857142857,3.90952380952381,0.28276420539061103,2,vit_base_patch16_224.augreg_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
253,0.8571428571428571,0.530952380952381,0.6698412698412698,0.38095238095238093,0.6761904761904762,3.1150793650793647,0.07852725679409005,2,vit_base_patch16_224.augreg_in21k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
254,0.9428571428571428,0.5555555555555556,0.680952380952381,0.6523809523809524,0.707936507936508,3.53968253968254,0.1647349372603665,2,vit_base_patch16_clip_224.laion2b,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
255,0.95,0.75,0.873015873015873,0.7841269841269841,0.8095238095238095,4.166666666666666,0.3948417197566857,1,convnext_tiny.fb_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
256,,,,,,,,1,robust_convnext_tiny,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
257,0.9547619047619048,0.8238095238095238,0.8666666666666667,0.5619047619047619,0.8507936507936508,4.057936507936508,0.3258824229730525,1,robust_deit_small_patch16_224,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
258,0.1746031746031746,0.12063492063492064,0.08095238095238096,0.07857142857142857,0.12380952380952381,0.5785714285714285,1.6587216297213676e-05,1,vit_small_patch16_224.augreg_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
259,0.95,0.7642857142857142,0.8809523809523809,0.7880952380952381,0.8,4.183333333333333,0.40327423064463874,1,convnext_tiny.fb_in22k,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
260,0.48253968253968255,0.09841269841269841,0.1523809523809524,0.23095238095238096,0.4031746031746032,1.3674603174603175,0.0006737991655754659,2,vit_base_patch16_clip_224.laion2b_ft_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
261,0.20952380952380953,0.14047619047619048,0.09761904761904762,0.06190476190476191,0.1619047619047619,0.6714285714285714,2.8797470973416187e-05,2,vit_base_patch16_224.augreg_in21k_ft_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
262,,,,,,,,1,vit_small_patch16_224.augreg_in21k_ft_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
263,0.95,0.7595238095238095,0.8698412698412699,0.7428571428571429,0.7968253968253968,4.119047619047619,0.37151254069377815,2,eva02_base_patch14_224.mim_in22k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
264,0.48253968253968255,0.28888888888888886,0.3547619047619048,0.32857142857142857,0.35873015873015873,1.8134920634920635,0.005829060144311917,1,eva02_tiny_patch14_224.mim_in22k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
265,0.9428571428571428,0.7380952380952381,0.8793650793650793,0.8333333333333334,0.8023809523809524,4.196031746031746,0.40919175909214783,2,swin_base_patch4_window7_224.ms_in22k_ft_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
266,0.9357142857142857,0.5857142857142857,0.7880952380952381,0.7547619047619047,0.75,3.814285714285714,0.24450008546786062,1,swin_tiny_patch4_window7_224.ms_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully attention
267,,,,,,,,2,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
268,0.9761904761904762,0.7880952380952381,0.8920634920634921,0.8,0.8666666666666667,4.323015873015873,0.4758292289049659,2,convnext_base.fb_in22k_ft_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
269,0.9523809523809523,0.7285714285714285,0.8357142857142857,0.7396825396825397,0.7904761904761904,4.046825396825397,0.33905864619900433,1,convnext_tiny.fb_in22k_ft_in1k,uc-merced-land-use-dataset,CLASSIC_AT,fully convolutional
270,,,,,,,,1,coatnet_0_rw_224.sw_in1k,uc-merced-land-use-dataset,CLASSIC_AT,hybrid
271,0.9285714285714286,0.7071428571428572,0.8142857142857143,0.65,0.7833333333333333,3.8833333333333333,0.27224458819241987,2,coatnet_2_rw_224.sw_in12k_ft_in1k,uc-merced-land-use-dataset,CLASSIC_AT,hybrid
272,0.8666666666666667,0.6095238095238096,0.6761904761904762,0.6095238095238096,0.6952380952380952,3.4571428571428573,0.1513686904804754,2,coatnet_2_rw_224.sw_in12k,uc-merced-land-use-dataset,CLASSIC_AT,hybrid
280,0.6306666666666667,0.364,0.324,0.066,0.5066666666666667,1.8913333333333333,0.0024872104857600005,2,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,stanford_cars,CLASSIC_AT,fully convolutional
281,0.659,0.405,0.354,0.117,0.544,2.079,0.006013515867840002,2,CLIP-convnext_base_w-laion2B-s13B-b82K,stanford_cars,CLASSIC_AT,fully convolutional
282,0.022,0.014,0.019,0.016,0.021,0.092,1.9662720000000003e-09,1,deit_small_patch16_224.fb_in1k,stanford_cars,CLASSIC_AT,fully attention
283,0.694,0.366,0.084,0.0,0.537,1.681,0.0,1,robust_resnet50,stanford_cars,CLASSIC_AT,fully convolutional
284,,,,,,,,1,vit_small_patch16_224.augreg_in21k,stanford_cars,CLASSIC_AT,fully attention
285,0.636,0.29333333333333333,0.332,0.20133333333333334,0.4666666666666667,1.9293333333333336,0.005819411683555557,2,convnext_base.fb_in1k,stanford_cars,CLASSIC_AT,fully convolutional
286,0.539,0.039,0.085,0.032,0.381,1.076,2.1784482720000003e-05,1,resnet50.a1_in1k,stanford_cars,CLASSIC_AT,fully convolutional
287,0.05,0.012,0.021333333333333333,0.009333333333333334,0.048,0.14066666666666666,5.7344e-09,2,robust_vit_base_patch16_224,stanford_cars,CLASSIC_AT,fully attention
288,0.173,0.041,0.039,0.01,0.14,0.403,3.872778000000001e-07,2,vit_base_patch16_224.mae,stanford_cars,CLASSIC_AT,fully attention
289,0.01,0.01,0.006,0.0013333333333333333,0.012,0.03933333333333333,9.600000000000001e-12,1,vit_small_patch16_224.dino,stanford_cars,CLASSIC_AT,fully attention
290,0.7186666666666667,0.4186666666666667,0.42133333333333334,0.183,0.601,2.3426666666666667,0.013942712344860443,2,convnext_base.fb_in22k,stanford_cars,CLASSIC_AT,fully convolutional
291,0.518,0.244,0.254,0.097,0.4066666666666667,1.5196666666666667,0.0012663787457066669,2,robust_convnext_base,stanford_cars,CLASSIC_AT,fully convolutional
292,0.269,0.053,0.048,0.011,0.215,0.596,1.61845464e-06,2,vit_base_patch16_224.augreg_in1k,stanford_cars,CLASSIC_AT,fully attention
293,0.13333333333333333,0.02666666666666667,0.016,0.006,0.108,0.29,3.6864000000000005e-08,2,vit_base_patch16_224.augreg_in21k,stanford_cars,CLASSIC_AT,fully attention
294,0.079,0.024,0.016,0.006,0.06,0.185,1.092096e-08,2,vit_base_patch16_clip_224.laion2b,stanford_cars,CLASSIC_AT,fully attention
295,0.006666666666666667,0.006666666666666667,0.008,0.006666666666666667,0.008,0.036000000000000004,1.8962962962962968e-11,1,convnext_tiny.fb_in1k,stanford_cars,CLASSIC_AT,fully convolutional
296,0.02,0.013,0.012,0.012,0.016,0.073,5.990399999999999e-10,1,robust_convnext_tiny,stanford_cars,CLASSIC_AT,fully convolutional
297,0.42,0.12266666666666666,0.10133333333333333,0.019,0.32,0.9829999999999999,3.1741815466666666e-05,1,robust_deit_small_patch16_224,stanford_cars,CLASSIC_AT,fully attention
298,0.06266666666666666,0.024,0.025333333333333333,0.014,0.055,0.181,2.9338026666666664e-08,1,vit_small_patch16_224.augreg_in1k,stanford_cars,CLASSIC_AT,fully attention
299,0.6013333333333334,0.2773333333333333,0.31066666666666665,0.14133333333333334,0.473,1.8036666666666665,0.003463520402748049,1,convnext_tiny.fb_in22k,stanford_cars,CLASSIC_AT,fully convolutional
300,0.11866666666666667,0.02266666666666667,0.019,0.007,0.07066666666666667,0.238,2.528032474074074e-08,2,vit_base_patch16_clip_224.laion2b_ft_in1k,stanford_cars,CLASSIC_AT,fully attention
301,0.181,0.037,0.037333333333333336,0.006,0.136,0.39733333333333337,2.0401740800000002e-07,2,vit_base_patch16_224.augreg_in21k_ft_in1k,stanford_cars,CLASSIC_AT,fully attention
302,0.008,0.008,0.008,0.008,0.008,0.04,3.276800000000001e-11,1,vit_small_patch16_224.augreg_in21k_ft_in1k,stanford_cars,CLASSIC_AT,fully attention
303,0.222,0.077,0.09333333333333334,0.036,0.18,0.6083333333333333,1.03384512e-05,2,eva02_base_patch14_224.mim_in22k,stanford_cars,CLASSIC_AT,fully attention
304,0.008,0.008,0.006,0.009333333333333334,0.008,0.03933333333333333,2.8672000000000004e-11,1,eva02_tiny_patch14_224.mim_in22k,stanford_cars,CLASSIC_AT,fully attention
305,0.509,0.201,0.232,0.10133333333333333,0.393,1.4363333333333332,0.0009452500389120003,2,swin_base_patch4_window7_224.ms_in22k_ft_in1k,stanford_cars,CLASSIC_AT,fully attention
306,0.043,0.019,0.028,0.02,0.032,0.14200000000000002,1.464064e-08,1,swin_tiny_patch4_window7_224.ms_in1k,stanford_cars,CLASSIC_AT,fully attention
307,0.504,0.267,,0.091,,,,2,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,stanford_cars,CLASSIC_AT,fully convolutional
308,0.6093333333333333,0.316,,0.15866666666666668,,,,2,convnext_base.fb_in22k_ft_in1k,stanford_cars,CLASSIC_AT,fully convolutional
309,0.122,0.062,0.075,0.05733333333333333,0.098,0.41433333333333333,3.1874696e-06,1,convnext_tiny.fb_in22k_ft_in1k,stanford_cars,CLASSIC_AT,fully convolutional
310,,,,,,,,1,coatnet_0_rw_224.sw_in1k,stanford_cars,CLASSIC_AT,hybrid
311,,,,,,,,2,coatnet_2_rw_224.sw_in12k_ft_in1k,stanford_cars,CLASSIC_AT,hybrid
312,,,,,,,,2,coatnet_2_rw_224.sw_in12k,stanford_cars,CLASSIC_AT,hybrid
320,0.884,0.736,,,,,,2,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,caltech101,CLASSIC_AT,fully convolutional
321,0.891,0.767,,,,,,2,CLIP-convnext_base_w-laion2B-s13B-b82K,caltech101,CLASSIC_AT,fully convolutional
322,0.261,0.187,0.229,0.21333333333333335,0.21733333333333332,1.1076666666666668,0.0005182062617600001,1,deit_small_patch16_224.fb_in1k,caltech101,CLASSIC_AT,fully attention
323,0.957,0.829,0.6253333333333333,0.156,0.838,3.4053333333333335,0.06485547801532798,1,robust_resnet50,caltech101,CLASSIC_AT,fully convolutional
324,0.77,0.53,0.648,0.586,0.656,3.19,0.10165834990080001,1,vit_small_patch16_224.augreg_in21k,caltech101,CLASSIC_AT,fully attention
325,0.944,0.804,,,,,,2,convnext_base.fb_in1k,caltech101,CLASSIC_AT,fully convolutional
326,0.907,0.531,0.677,0.687,0.786,3.5880000000000005,0.17606367387523805,1,resnet50.a1_in1k,caltech101,CLASSIC_AT,fully convolutional
327,0.9453333333333334,0.8346666666666667,0.872,0.76,0.888,4.3,0.4643453326404267,2,robust_vit_base_patch16_224,caltech101,CLASSIC_AT,fully attention
328,0.87,0.692,0.767,0.587,0.7813333333333333,3.697333333333333,0.21178498420767997,2,vit_base_patch16_224.mae,caltech101,CLASSIC_AT,fully attention
329,0.74,0.541,0.604,0.512,0.604,3.0010000000000003,0.07477782396928,1,vit_small_patch16_224.dino,caltech101,CLASSIC_AT,fully attention
330,0.9613333333333334,0.8346666666666667,,,,,,2,convnext_base.fb_in22k,caltech101,CLASSIC_AT,fully convolutional
331,0.976,0.904,,,,,,2,robust_convnext_base,caltech101,CLASSIC_AT,fully convolutional
332,0.877,0.683,0.756,0.681,0.78,3.777,0.24053806177128004,2,vit_base_patch16_224.augreg_in1k,caltech101,CLASSIC_AT,fully attention
333,0.844,0.6426666666666667,0.7093333333333334,0.6586666666666666,0.75,3.6046666666666667,0.1900664833137778,2,vit_base_patch16_224.augreg_in21k,caltech101,CLASSIC_AT,fully attention
334,0.782,0.6,0.652,0.609,0.669,3.3120000000000003,0.12463758044640003,2,vit_base_patch16_clip_224.laion2b,caltech101,CLASSIC_AT,fully attention
335,0.925,0.769,0.838,0.809,0.8266666666666667,4.167666666666667,0.39864933033733346,1,convnext_tiny.fb_in1k,caltech101,CLASSIC_AT,fully convolutional
