dataset,,,,,,,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,caltech101,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,fgvc-aircraft-2013b,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,flowers-102,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,oxford-iiit-pet,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,stanford_cars,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset,uc-merced-land-use-dataset
metric,,,,,,,borda,nan_geom_cnt,nan_sum_cnt,rank_borda,rank_geom,rank_sum,score_geom,score_sum,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data,L1_acc,L2_acc,Linf_acc,borda,clean_acc,common_acc,geom,sum,volume_pre_training_data
backbone,backbone_name,loss_function,pre_training_strategy,model_type,model_size,ft_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50.a1_in1k,"resnet50,sup,in1k",CLASSIC_AT,supervised,fully convolutional,medium,FFT (50 epochs),2406.0,0,0,73.0,61.0,62.0,0.17610293859387982,7.891190476190476,0.687,0.677,0.531,523.0,0.907,0.786,0.17606367387523805,3.5880000000000005,1281167,0.014,0.009,0.003,469.0,0.344,0.27,3.510864e-08,0.64,1281167,0.0,0.0,0.0,122.0,0.026,0.028,0.0,0.054,1281167,0.038,0.047,0.021333333333333333,516.0,0.7813333333333333,0.586,1.7445127281777776e-05,1.4736666666666667,1281167,0.032,0.085,0.039,576.0,0.539,0.381,2.1784482720000003e-05,1.076,1281167,0.0,0.0,0.0,200.0,0.6404761904761904,0.41904761904761906,0.0,1.0595238095238095,1281167
vit_base_patch16_224.augreg_in21k_ft_in1k,"vit_b,sup,ink22k-in1k",TRADES_v2,supervised (multistep),fully attention,large,FFT (50 epochs),2674.0,0,0,60.0,48.0,63.0,0.3040434470882647,7.76604761904762,0.666,0.811,0.739,601.0,0.917,0.829,0.303433403191002,3.9619999999999997,15478289,0.001,0.01,0.009,366.0,0.1,0.088,7.920000000000001e-10,0.208,15478289,0.031,0.116,0.107,542.0,0.397,0.309,4.720113555600001e-05,0.96,15478289,0.06133333333333333,0.20133333333333334,0.144,554.0,0.62,0.496,0.0005468246835199999,1.5226666666666666,15478289,0.01,0.09866666666666667,0.116,554.0,0.419,0.334,1.6017286186666666e-05,0.9776666666666667,15478289,0.0,0.0,0.0,57.0,0.04285714285714286,0.09285714285714286,0.0,0.13571428571428573,15478289
robust_vit_base_patch16_224,"vit_b,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully attention,large,FFT (50 epochs),3045.0,0,0,46.0,38.0,64.0,0.4759193635199727,7.738222222222221,0.76,0.872,0.8346666666666667,723.0,0.9453333333333334,0.888,0.4643453326404267,4.3,1281167,0.01,0.018,0.015,460.0,0.091,0.068,1.67076e-08,0.202,1281167,0.019,0.037,0.052,443.0,0.09,0.08,2.6320319999999994e-07,0.27799999999999997,1281167,0.118,0.431,0.402,711.0,0.824,0.687,0.011573621608608,2.4619999999999997,1281167,0.009333333333333334,0.021333333333333333,0.012,420.0,0.05,0.048,5.7344e-09,0.14066666666666666,1281167,0.009523809523809525,0.02142857142857143,0.02857142857142857,288.0,0.1746031746031746,0.12142857142857143,1.2362573795310156e-07,0.35555555555555557,1281167
robust_convnext_tiny,"convnext_t,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully convolutional,medium,FFT (5 epochs),2494.0,0,0,69.0,65.0,65.0,0.14301596769090136,7.7293015873015865,0.502,0.671,0.703,457.0,0.81,0.72,0.1381017168432,3.4059999999999997,1281167,0.001,0.013,0.03333333333333333,425.0,0.088,0.1,3.813333333333333e-09,0.23533333333333334,1281167,0.101,0.224,0.241,583.0,0.372,0.29733333333333334,0.000603077289472,1.2353333333333332,1281167,0.032,0.324,0.6253333333333333,702.0,0.8613333333333333,0.772,0.004311169744895999,2.6146666666666665,1281167,0.0,0.0013333333333333333,0.001,123.0,0.01,0.005,0.0,0.017333333333333333,1281167,0.0,0.006349206349206349,0.009523809523809525,204.0,0.1,0.10476190476190476,0.0,0.22063492063492063,1281167
deit_tiny_patch16_224.fb_in1k,"deit_t,sup,in1k",CLASSIC_AT,supervised,fully attention,small,FFT (50 epochs),2390.0,0,0,74.0,54.0,66.0,0.2806226754827456,7.61152380952381,0.646,0.721,0.622,487.0,0.854,0.735,0.18184584285587999,3.578,1281167,0.0,0.015,0.05333333333333334,426.0,0.20533333333333334,0.166,0.0,0.43966666666666665,1281167,0.0,0.0,0.0,36.0,0.008,0.008,0.0,0.016,1281167,0.029,0.029,0.015,360.0,0.046,0.04,2.32116e-08,0.159,1281167,0.015,0.02666666666666667,0.024,470.0,0.08266666666666667,0.061,4.84096e-08,0.20933333333333332,1281167,0.49523809523809526,0.6595238095238095,0.5476190476190477,611.0,0.8785714285714286,0.6285714285714286,0.09877676100566564,3.2095238095238097,1281167
vit_base_patch16_224.augreg_in21k_ft_in1k,"vit_b,sup,ink22k-in1k",CLASSIC_AT,supervised (multistep),fully attention,large,FFT (50 epochs),2904.0,0,0,52.0,53.0,67.0,0.28261679039129145,7.513095238095238,0.73,0.783,0.709,554.0,0.886,0.787,0.28257862763142,3.895,15478289,0.01,0.028,0.047,517.0,0.15,0.135,2.6649000000000005e-07,0.37,15478289,0.005333333333333333,0.026,0.0,462.0,0.812,0.768,0.0,1.6113333333333335,15478289,0.047,0.094,0.061,487.0,0.205,0.161,8.89478149e-06,0.568,15478289,0.006,0.037333333333333336,0.037,459.0,0.181,0.136,2.0401740800000002e-07,0.39733333333333337,15478289,0.06190476190476191,0.09761904761904762,0.14047619047619048,425.0,0.20952380952380953,0.1619047619047619,2.8797470973416187e-05,0.6714285714285714,15478289
coatnet_0_rw_224.sw_in1k,"coatnet_0,sup,in1k",CLASSIC_AT,supervised,hybrid,medium,FFT (50 epochs),2824.0,0,0,55.0,59.0,68.0,0.230031104745712,7.354095238095239,0.7133333333333334,0.75,0.675,509.0,0.856,0.74,0.22875102000000003,3.7343333333333337,1281167,0.017333333333333333,0.056,0.04,548.0,0.134,0.109,5.671022933333333e-07,0.35633333333333334,1281167,0.242,0.259,0.166,595.0,0.391,0.29733333333333334,0.0012096050050186668,1.3553333333333333,1281167,0.107,0.136,0.089,527.0,0.29,0.186,6.985920431999999e-05,0.808,1281167,0.012,0.03,0.031,469.0,0.076,0.063,5.343408e-08,0.21200000000000002,1281167,0.0,0.0,0.0,176.0,0.5976190476190476,0.2904761904761905,0.0,0.888095238095238,1281167
swin_base_patch4_window7_224.ms_in22k_ft_in1k,"swin_b,sup,ink22k-in1k",TRADES_v2,supervised (multistep),fully attention,large,FFT (5 epochs),1907.0,0,0,84.0,89.0,69.0,0.0083154300372,7.26968253968254,0.598,0.22,0.087,430.0,0.915,0.794,0.0083154300372,2.614,15478289,0.0,0.0,0.0,229.0,0.312,0.2613333333333333,0.0,0.5733333333333333,15478289,0.076,0.011,0.0,422.0,0.435,0.392,0.0,0.914,15478289,0.001,0.0,0.0,316.0,0.794,0.711,0.0,1.506,15478289,0.006,0.002,0.0,302.0,0.301,0.247,0.0,0.556,15478289,0.0,0.0,0.0,208.0,0.6523809523809524,0.45396825396825397,0.0,1.1063492063492064,15478289
deit_small_patch16_224.fb_in1k,"deit_s,sup,in1k",TRADES_v2,supervised,fully attention,medium,FFT (50 epochs),2017.0,0,0,82.0,51.0,70.0,0.29014076181729886,6.858126984126985,0.735,0.783,0.705,569.0,0.895,0.798,0.28977715536525,3.916,1281167,0.008,0.008,0.005333333333333333,350.0,0.07333333333333333,0.044,1.101368888888889e-09,0.13866666666666666,1281167,0.0,0.0,0.0,59.0,0.012,0.010666666666666666,0.0,0.02266666666666667,1281167,0.0,0.003,0.005,193.0,0.037,0.03,0.0,0.075,1281167,0.038,0.195,0.187,627.0,0.591,0.444,0.00036360535067999993,1.455,1281167,0.0,0.0,0.0,219.0,0.765079365079365,0.4857142857142857,0.0,1.2507936507936508,1281167
vit_small_patch16_224.dino,"vit_b,dino,in1k",CLASSIC_AT,self-supervised,fully attention,medium,FFT (50 epochs),2521.0,0,0,68.0,69.0,71.0,0.07915652092103255,6.640190476190476,0.512,0.604,0.541,410.0,0.74,0.604,0.07477782396928,3.0010000000000003,1281167,0.006,0.01,0.02,382.0,0.044,0.044,2.3231999999999996e-09,0.124,1281167,0.01,0.012,0.01,354.0,0.02,0.024,5.760000000000001e-10,0.076,1281167,0.09066666666666667,0.272,0.146,592.0,0.732,0.583,0.001536558307328,1.8236666666666665,1281167,0.0013333333333333333,0.006,0.01,273.0,0.01,0.012,9.600000000000001e-12,0.03933333333333333,1281167,0.22857142857142856,0.3119047619047619,0.2833333333333333,510.0,0.40476190476190477,0.3476190476190476,0.00284213573562456,1.5761904761904764,1281167
robust_resnet50,"resnet50,rob-sup,in1k",CLASSIC_AT,supervised (robust),fully convolutional,medium,FFT (5 epochs),2320.0,0,0,75.0,77.0,72.0,0.040652003030984096,6.600285714285714,0.14,0.427,0.646,388.0,0.81,0.606,0.0189559725768,2.629,1281167,0.0,0.0,0.003,175.0,0.032,0.029,0.0,0.064,1281167,0.005,0.048,0.116,460.0,0.234,0.18266666666666667,1.1899929600000001e-06,0.5856666666666667,1281167,0.026,0.026,0.025,251.0,0.027,0.025,1.14075e-08,0.129,1281167,0.002,0.042,0.111,463.0,0.271,0.169,4.270298760000001e-07,0.595,1281167,0.17857142857142858,0.46904761904761905,0.5619047619047619,583.0,0.8380952380952381,0.55,0.02169440202384809,2.5976190476190473,1281167
vit_small_patch16_224.augreg_in21k,"vit_s,sup,in22k",CLASSIC_AT,supervised,fully attention,medium,FFT (50 epochs),2711.0,0,0,59.0,68.0,73.0,0.10540969305380003,6.476619047619048,0.586,0.648,0.53,429.0,0.77,0.656,0.10165834990080001,3.19,14197122,0.009,0.024,0.028,451.0,0.06,0.048,1.7418239999999998e-08,0.16899999999999998,14197122,0.087,0.193,0.144,587.0,0.422,0.33866666666666667,0.000345560391936,1.1846666666666665,14197122,0.028,0.03,0.028,368.0,0.041,0.04,3.8572800000000006e-08,0.167,14197122,0.004,0.015,0.017333333333333333,368.0,0.04666666666666667,0.052,2.5237333333333332e-09,0.135,14197122,0.29523809523809524,0.3238095238095238,0.2619047619047619,508.0,0.44285714285714284,0.30714285714285716,0.003405724246290677,1.630952380952381,14197122
convnext_base.fb_in1k,"convnext_b,sup,in1k",TRADES_v2,supervised,fully convolutional,large,FFT (5 epochs),1730.0,0,0,95.0,110.0,74.0,4.5933038691555557e-05,6.424079365079366,0.128,0.034,0.014666666666666666,340.0,0.9093333333333333,0.791,4.591133309155556e-05,1.8770000000000002,1281167,0.0,0.0,0.0,179.0,0.088,0.088,0.0,0.176,1281167,0.017,0.019,0.016,410.0,0.07,0.06,2.1705600000000004e-08,0.182,1281167,0.0,0.0,0.0,320.0,0.9053333333333333,0.828,0.0,1.7333333333333334,1281167,0.0,0.0,0.0,248.0,0.584,0.4066666666666667,0.0,0.9906666666666666,1281167,0.0,0.0,0.0,233.0,0.8603174603174604,0.6047619047619047,0.0,1.4650793650793652,1281167
vit_small_patch16_224.augreg_in21k_ft_in1k,"vit_s,sup,ink22k-in1k",CLASSIC_AT,supervised (multistep),fully attention,medium,FFT (50 epochs),2668.0,0,0,63.0,62.0,75.0,0.16672869355150094,6.104857142857144,0.6333333333333333,0.706,0.614,471.0,0.843,0.7186666666666667,0.16632613466186666,3.5149999999999997,15478289,0.012,0.027,0.026,507.0,0.098,0.093,7.677633599999999e-08,0.256,15478289,0.03,0.099,0.13066666666666665,519.0,0.284,0.23066666666666666,2.5422862079999995e-05,0.7743333333333333,15478289,0.05466666666666667,0.068,0.047,465.0,0.113,0.094,1.8558191893333332e-06,0.3766666666666667,15478289,0.008,0.008,0.008,242.0,0.008,0.008,3.276800000000001e-11,0.04,15478289,0.08333333333333333,0.18333333333333332,0.2619047619047619,464.0,0.33095238095238094,0.2833333333333333,0.0003752033992609389,1.1428571428571428,15478289
robust_convnext_tiny,"convnext_t,rob-sup,in1k",TRADES_v2,supervised (robust),fully convolutional,medium,FFT (5 epochs),2672.0,0,0,62.0,67.0,76.0,0.1399712833123924,6.071904761904762,0.307,0.698,0.8,595.0,0.948,0.861,0.13992498656639998,3.614,1281167,0.003,0.007,0.016,386.0,0.09733333333333333,0.069,2.256576e-09,0.19233333333333336,1281167,0.018,0.018,0.016,361.0,0.016,0.018,1.4929919999999996e-09,0.08600000000000001,1281167,0.001,0.048,0.086,420.0,0.324,0.268,3.5844249600000003e-07,0.7270000000000001,1281167,0.01,0.022,0.029333333333333333,477.0,0.13333333333333333,0.096,8.260266666666665e-08,0.29066666666666663,1281167,0.01904761904761905,0.08571428571428572,0.13968253968253969,433.0,0.5555555555555556,0.3619047619047619,4.585195126173423e-05,1.161904761904762,1281167
coat_tiny.in1k,"coat_t,sup,in1k",CLASSIC_AT,supervised,hybrid,small,FFT (50 epochs),2812.0,0,0,57.0,47.0,77.0,0.3046706486175517,6.036095238095239,0.749,0.789,0.726,575.0,0.891,0.796,0.304288972267896,3.9510000000000005,1281167,0.017,0.024,0.011,414.0,0.019,0.024,2.046528e-09,0.095,1281167,0.009,0.015,0.016,372.0,0.025333333333333333,0.024,1.31328e-09,0.08933333333333332,1281167,0.044,0.05733333333333333,0.044,447.0,0.08666666666666667,0.072,6.926233599999998e-07,0.304,1281167,0.039,0.074,0.067,539.0,0.175,0.137,4.63585395e-06,0.492,1281167,0.14285714285714285,0.17142857142857143,0.15476190476190477,465.0,0.3595238095238095,0.2761904761904762,0.0003763445125377654,1.1047619047619048,1281167
vit_base_patch16_clip_224.laion2b_ft_in1k,"vit_b,clip,laion2b",CLASSIC_AT,hybrid,fully attention,large,FFT (50 epochs),2674.0,0,0,60.0,76.0,78.0,0.0530815343802682,5.8201269841269845,0.46,0.558,0.498,394.0,0.701,0.584,0.052330181189759996,2.801,2321281167,0.008,0.013333333333333334,0.017,400.0,0.043,0.039,3.0409600000000006e-09,0.12033333333333335,2321281167,0.038,0.134,0.138,551.0,0.373,0.2946666666666667,7.723378582400001e-05,0.9776666666666667,2321281167,0.016,0.04133333333333333,0.036,401.0,0.121,0.10133333333333333,2.919178239999999e-07,0.31566666666666665,2321281167,0.007,0.019,0.02266666666666667,434.0,0.11866666666666667,0.07066666666666667,2.528032474074074e-08,0.238,2321281167,0.23095238095238096,0.1523809523809524,0.09841269841269841,494.0,0.48253968253968255,0.4031746031746032,0.0006737991655754659,1.3674603174603175,2321281167
convnext_base.fb_in22k,"convnext_b,sup,in22k",TRADES_v2,supervised,fully convolutional,large,FFT (5 epochs),1345.0,0,0,119.0,99.0,79.0,0.0005861799216,5.775333333333333,0.202,0.215,0.206,289.0,0.273,0.24,0.0005861799216,1.136,14197122,0.0,0.0,0.0,256.0,0.424,0.398,0.0,0.8220000000000001,14197122,0.0,0.0,0.0,323.0,0.988,0.97,0.0,1.958,14197122,0.0,0.0,0.0,309.0,0.856,0.791,0.0,1.647,14197122,0.0,0.0,0.0,156.0,0.072,0.057,0.0,0.129,14197122,0.0,0.0,0.0,12.0,0.047619047619047616,0.03571428571428571,0.0,0.08333333333333333,14197122
eva02_base_patch14_224.mim_in22k,"eva02_b,mim,ink22k",TRADES_v2,self-supervised,fully attention,large,FFT (5 epochs),1744.0,0,0,94.0,104.0,80.0,0.00010045314180266668,5.7492857142857146,0.08533333333333333,0.08,0.021,317.0,0.902,0.7746666666666666,0.00010017270442666667,1.863,14197122,0.001,0.0,0.0,238.0,0.122,0.104,0.0,0.22699999999999998,14197122,0.004,0.006,0.0013333333333333333,198.0,0.0013333333333333333,0.003,1.28e-13,0.015666666666666666,14197122,0.006,0.026,0.004,402.0,0.728,0.6173333333333333,2.8043724799999996e-07,1.3813333333333333,14197122,0.001,0.003,0.0,321.0,0.578,0.466,0.0,1.048,14197122,0.002380952380952381,0.0,0.0,268.0,0.6952380952380952,0.5166666666666667,0.0,1.2142857142857144,14197122
mobilenetv3_large_100.ra_in1k,"mobilenet_v3,sup,in1k",TRADES_v2,supervised,fully convolutional,small,FFT (5 epochs),1357.0,0,0,117.0,101.0,81.0,0.000173872642944,5.7153809523809525,0.36933333333333335,0.112,0.009,291.0,0.781,0.598,0.000173872642944,1.8693333333333335,1281167,0.0,0.0,0.0,181.0,0.098,0.079,0.0,0.177,1281167,0.0,0.0,0.0,229.0,0.572,0.398,0.0,0.97,1281167,0.005,0.0,0.0,264.0,0.74,0.483,0.0,1.228,1281167,0.0,0.0,0.0,70.0,0.006666666666666667,0.012,0.0,0.018666666666666668,1281167,0.0880952380952381,0.0,0.0,322.0,0.8928571428571429,0.4714285714285714,0.0,1.4523809523809526,1281167
swin_tiny_patch4_window7_224.ms_in1k,"swin_t,sup,in1k",TRADES_v2,supervised,fully attention,medium,FFT (5 epochs),1547.0,0,0,102.0,93.0,82.0,0.0034390686193920003,5.6828095238095235,0.342,0.152,0.096,390.0,0.902,0.764,0.0034390684753920005,2.2560000000000002,1281167,0.01,0.01,0.012,306.0,0.012,0.01,1.44e-10,0.054000000000000006,1281167,0.0,0.0,0.0,264.0,0.749,0.62,0.0,1.369,1281167,0.0026666666666666666,0.0,0.0,305.0,0.772,0.6653333333333333,0.0,1.44,1281167,0.0,0.0,0.0,136.0,0.044,0.029333333333333333,0.0,0.07333333333333333,1281167,0.0,0.0,0.0,146.0,0.2833333333333333,0.20714285714285716,0.0,0.4904761904761905,1281167
mobilevit-small,"mobilevit_s,sup,in1k",TRADES_v2,supervised,hybrid,small,FFT (50 epochs),2463.0,0,0,71.0,83.0,83.0,0.02269345724230116,5.632666666666666,0.35,0.474,0.425,360.0,0.594,0.494,0.02068943877,2.3369999999999997,1281167,0.004,0.01,0.014,428.0,0.169,0.137,1.2965680000000002e-08,0.3340000000000001,1281167,0.052,0.114,0.047,513.0,0.262,0.21,1.532945232e-05,0.6849999999999999,1281167,0.009,0.032,0.014,367.0,0.2,0.16,1.29024e-07,0.41500000000000004,1281167,0.0,0.008,0.005,277.0,0.103,0.079,0.0,0.195,1281167,0.12142857142857143,0.26666666666666666,0.24523809523809523,518.0,0.6452380952380953,0.3880952380952381,0.0019885470303011607,1.6666666666666667,1281167
CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,"convnext_b,clip,laiona",TRADES_v2,self-supervised (multimodal),fully convolutional,large,FFT (5 epochs),1815.0,0,0,88.0,84.0,84.0,0.019392765135892456,5.568825396825397,0.4026666666666667,0.405,0.304,361.0,0.666,0.586,0.01934844786432,2.3636666666666666,900000000,0.01,0.008,0.01,252.0,0.01,0.01,8.000000000000001e-11,0.048,900000000,0.0,0.0,0.0,75.0,0.012,0.015,0.0,0.027,900000000,0.029333333333333333,0.023,0.011,319.0,0.037,0.032,8.786858666666665e-09,0.13233333333333336,900000000,0.001,0.0,0.0,350.0,0.8773333333333333,0.7893333333333333,0.0,1.6676666666666666,900000000,0.12698412698412698,0.08571428571428572,0.014285714285714285,458.0,0.6904761904761905,0.4126984126984127,4.4308404713791346e-05,1.33015873015873,900000000
convnext_tiny.fb_in1k,"convnext_t,sup,in1k",TRADES_v2,supervised,fully convolutional,medium,FFT (5 epochs),1429.0,0,0,113.0,151.0,85.0,3.276800000000001e-11,5.52152380952381,0.0,0.0,0.0,273.0,0.945,0.838,0.0,1.783,1281167,0.0,0.0,0.0,153.0,0.052,0.051,0.0,0.103,1281167,0.0,0.0,0.0,236.0,0.5933333333333334,0.478,0.0,1.0713333333333335,1281167,0.001,0.0,0.0,361.0,0.929,0.868,0.0,1.798,1281167,0.008,0.008,0.008,242.0,0.008,0.008,3.276800000000001e-11,0.04,1281167,0.0,0.0,0.0,164.0,0.41904761904761906,0.30714285714285716,0.0,0.7261904761904763,1281167
eva02_tiny_patch14_224.mim_in22k,"eva02_b,mim,ink22k",CLASSIC_AT,self-supervised,fully attention,medium,FFT (50 epochs),2596.0,0,0,67.0,80.0,86.0,0.030397152702851912,5.497158730158731,0.439,0.49,0.426,365.0,0.568,0.4706666666666667,0.024498075969919996,2.393666666666667,14197122,0.018,0.027,0.021,472.0,0.049,0.04533333333333334,2.2670928000000002e-08,0.16033333333333333,14197122,0.099,0.125,0.12,536.0,0.244,0.191,6.920694e-05,0.7789999999999999,14197122,0.05733333333333333,0.055,0.039,449.0,0.081,0.079,7.8694902e-07,0.31133333333333335,14197122,0.009333333333333334,0.006,0.008,248.0,0.008,0.008,2.8672000000000004e-11,0.03933333333333333,14197122,0.32857142857142857,0.3547619047619048,0.28888888888888886,526.0,0.48253968253968255,0.35873015873015873,0.005829060144311917,1.8134920634920635,14197122
deit_small_patch16_224.fb_in1k,"deit_s,sup,in1k",TRADES_v2,supervised,fully attention,medium,FFT (5 epochs),1271.0,0,0,121.0,87.0,87.0,0.011032727093333333,5.391761904761903,0.42133333333333334,0.375,0.185,349.0,0.724,0.5213333333333333,0.011032727093333333,2.2266666666666666,1281167,0.0,0.0,0.0,159.0,0.061,0.051,0.0,0.11199999999999999,1281167,0.0,0.0,0.0,152.0,0.14,0.112,0.0,0.252,1281167,0.0,0.0,0.0,315.0,0.895,0.803,0.0,1.698,1281167,0.002,0.002,0.0,92.0,0.004,0.007,0.0,0.015,1281167,0.0,0.0,0.0,204.0,0.6309523809523809,0.45714285714285713,0.0,1.088095238095238,1281167
vit_small_patch16_224.dino,"vit_b,dino,in1k",TRADES_v2,self-supervised,fully attention,medium,FFT (50 epochs),1900.0,0,0,85.0,71.0,88.0,0.06269076937390558,5.332063492063492,0.546,0.552,0.474,395.0,0.714,0.572,0.05834508846566399,2.858,1281167,0.0026666666666666666,0.008,0.004,288.0,0.02666666666666667,0.027,6.144e-11,0.06833333333333333,1281167,0.0,0.0,0.0,120.0,0.024,0.033,0.0,0.057,1281167,0.002,0.004,0.008,205.0,0.024,0.032,4.9152000000000004e-11,0.07,1281167,0.002,0.013333333333333334,0.005333333333333333,341.0,0.11866666666666667,0.064,1.0801303703703704e-09,0.20333333333333334,1281167,0.12380952380952381,0.3682539682539683,0.2119047619047619,551.0,0.8285714285714286,0.5428571428571428,0.004345679717519229,2.0753968253968256,1281167
mobilevit-small,"mobilevit_s,sup,in1k",CLASSIC_AT,supervised,hybrid,small,FFT (50 epochs),2667.0,0,0,65.0,79.0,89.0,0.035783717853440464,4.924285714285714,0.427,0.515,0.485,378.0,0.608,0.527,0.034173624032800005,2.5620000000000003,1281167,0.008,0.011,0.029,415.0,0.05,0.045,5.742e-09,0.14300000000000002,1281167,0.053,0.049,0.041,463.0,0.079,0.063,5.29936029e-07,0.285,1281167,0.042,0.048,0.042,438.0,0.085,0.072,5.181926400000002e-07,0.289,1281167,0.017,0.023,0.039,483.0,0.083,0.069,8.733102300000002e-08,0.23099999999999998,1281167,0.19285714285714287,0.28095238095238095,0.2619047619047619,490.0,0.38095238095238093,0.2976190476190476,0.001608952618948454,1.4142857142857144,1281167
vit_base_patch16_clip_224.laion2b,"vit_b,clip,laion2b",TRADES_v2,self-supervised (multimodal),fully attention,large,FFT (5 epochs),1712.0,0,0,96.0,91.0,90.0,0.006835754554890668,4.898714285714286,0.36933333333333335,0.249,0.144,359.0,0.804,0.642,0.006835517849088001,2.2083333333333335,2320000000,0.002,0.002,0.0,106.0,0.008,0.008,0.0,0.02,2320000000,0.001,0.0013333333333333333,0.001,170.0,0.002,0.004,1.0666666666666667e-14,0.009333333333333332,2320000000,0.024,0.028,0.028,295.0,0.028,0.028,1.4751744000000001e-08,0.136,2320000000,0.004,0.025333333333333333,0.004,504.0,0.828,0.6613333333333333,2.21954048e-07,1.5226666666666666,2320000000,0.05952380952380952,0.0,0.0,278.0,0.5404761904761904,0.4023809523809524,0.0,1.0023809523809524,2320000000
convnext_base.fb_in22k_ft_in1k,"convnext_b,sup,in22k-in1k",TRADES_v2,supervised (multistep),fully convolutional,large,FFT (5 epochs),1432.0,0,0,110.0,131.0,91.0,2.28228e-06,4.635571428571428,0.0,0.0,0.0,89.0,0.26,0.233,0.0,0.493,15478289,0.0,0.0,0.0,160.0,0.059,0.054,0.0,0.11299999999999999,15478289,0.0,0.0,0.0,58.0,0.006666666666666667,0.015,0.0,0.021666666666666667,15478289,0.015,0.0,0.0,385.0,0.913,0.819,0.0,1.7469999999999999,15478289,0.044,0.04666666666666667,0.006,515.0,0.494,0.375,2.28228e-06,0.9656666666666667,15478289,0.0,0.0,0.0,225.0,0.6888888888888889,0.6063492063492063,0.0,1.295238095238095,15478289
CLIP-convnext_base_w-laion2B-s13B-b82K,"convnext_b,clip,laion2b",TRADES_v2,self-supervised (multimodal),fully convolutional,large,FFT (5 epochs),2155.0,0,0,80.0,97.0,92.0,0.0011370510563855052,4.634952380952382,0.092,0.092,0.092,137.0,0.092,0.092,6.590815231999999e-06,0.45999999999999996,2320000000,0.0,0.0,0.0,212.0,0.178,0.15866666666666668,0.0,0.33666666666666667,2320000000,0.01,0.010666666666666666,0.009,286.0,0.01,0.009,8.64e-11,0.04866666666666667,2320000000,0.04,0.13466666666666666,0.068,562.0,0.72,0.616,0.00016245841920000003,1.5786666666666669,2320000000,0.032,0.21333333333333335,0.276,689.0,0.8,0.642,0.0009677045760000002,1.9633333333333334,2320000000,0.047619047619047616,0.050793650793650794,0.050793650793650794,269.0,0.050793650793650794,0.047619047619047616,2.9715955350507486e-07,0.24761904761904763,2320000000
convnext_tiny.fb_in22k_ft_in1k,"convnext_t,sup,in22k-in1k",CLASSIC_AT,supervised (multistep),fully convolutional,medium,FFT (5 epochs),1234.0,0,0,126.0,64.0,93.0,0.15174947845384598,4.6191587301587305,0.693,0.674,0.543,474.0,0.823,0.727,0.151749478341846,3.46,15478289,0.012,0.009333333333333334,0.01,279.0,0.01,0.01,1.1200000000000001e-10,0.051333333333333335,15478289,0.0,0.0,0.0,106.0,0.018,0.024,0.0,0.041999999999999996,15478289,0.0,0.0,0.0,117.0,0.048,0.047,0.0,0.095,15478289,0.0,0.0,0.0,16.0,0.0013333333333333333,0.006,0.0,0.007333333333333333,15478289,0.004761904761904762,0.0,0.0,242.0,0.5206349206349207,0.4380952380952381,0.0,0.9634920634920635,15478289
