dataset,backbone,ft_type,loss_function,seed,epochs,lr1,lr2,weight_decay1,weight_decay2,scheduler,use_rs,epsilon,step_size,perturb_steps,distance,beta,project_name,exp_id,statedicts_path,trained_statedicts_path,datasets_path,configs_path,results_path,hpo_path,arch_type
fgvc-aircraft-2013b,vit_small_patch16_224.augreg_in21k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010216519735616796,0.00944720667175166,6.049478317034524e-06,0.0002115610477060778,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.augreg_in21k_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
oxford-iiit-pet,vit_small_patch16_224.augreg_in21k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00015906252895766073,0.003157275985300187,0.0003883962400562118,1.9377623573934265e-06,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.augreg_in21k_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
uc-merced-land-use-dataset,vit_small_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00025431936703525405,0.01327758407393087,9.182733459329326e-05,0.0008124463961780311,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.augreg_in21k_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
stanford_cars,vit_small_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000465680463791956,0.007608481233714785,1.0010539860510488e-06,1.6193110912440726e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.augreg_in21k_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
caltech101,vit_small_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0003342446743823899,0.009986958447113321,0.00011080667247036247,0.0001458166846972585,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.augreg_in21k_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
fgvc-aircraft-2013b,vit_small_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000465680463791956,0.007608481233714785,1.0010539860510488e-06,1.6193110912440726e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.augreg_in21k_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
oxford-iiit-pet,vit_small_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00015906252895766073,0.003157275985300187,0.0003883962400562118,1.9377623573934265e-06,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.augreg_in21k_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
uc-merced-land-use-dataset,convnext_base.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0013572540301313649,0.005854751355295718,1.8283634209844514e-05,0.0005571905096939264,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
stanford_cars,convnext_base.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
caltech101,convnext_base.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0012329529911445684,0.008856168344049547,4.5880110941328475e-06,0.0005600582122085054,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
fgvc-aircraft-2013b,convnext_base.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
oxford-iiit-pet,convnext_base.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0006477598113791464,0.0032601392473334233,1.4467297317734704e-05,1.0899192218120402e-06,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
uc-merced-land-use-dataset,convnext_base.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.001293051771568685,0.009126624291383906,3.9785602537577566e-06,0.0001600842835767298,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
stanford_cars,convnext_base.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000385765077377004,0.0003561582138458752,0.00047751184301655973,0.0055227614309091245,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
caltech101,convnext_base.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0005100811831211917,0.010174003415210835,5.143402722025206e-05,5.1704652145483847e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
fgvc-aircraft-2013b,convnext_base.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
oxford-iiit-pet,convnext_base.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0012566013081250584,2.160190332701473e-05,0.0046499184692037525,0.004383222605120044,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in1k_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
uc-merced-land-use-dataset,resnet50.a1_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00378333489840534,0.003925148968098255,0.0007943179566007689,0.0038193005765592663,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
stanford_cars,resnet50.a1_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.004505738586601551,0.003067488059275996,2.8772916926549787e-06,0.00627996227467897,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
caltech101,resnet50.a1_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.006302837734916118,0.006166489298737234,1.9901948277681056e-06,1.3991968357083823e-06,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
fgvc-aircraft-2013b,resnet50.a1_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.004505738586601551,0.003067488059275996,2.8772916926549787e-06,0.00627996227467897,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
oxford-iiit-pet,resnet50.a1_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0025034794666266907,0.005693522432020762,9.213822578516836e-05,2.252655215189606e-06,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
uc-merced-land-use-dataset,resnet50.a1_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0030520859438373524,0.01001145022043679,2.747515082363817e-06,0.00031513339528350004,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
stanford_cars,resnet50.a1_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.003612796699732794,0.0012551084009485845,0.005003015882580475,1.130282704078043e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
caltech101,resnet50.a1_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.004505738586601551,0.003067488059275996,2.8772916926549787e-06,0.00627996227467897,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
fgvc-aircraft-2013b,resnet50.a1_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000465680463791956,0.007608481233714785,1.0010539860510488e-06,1.6193110912440726e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
oxford-iiit-pet,resnet50.a1_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.004505738586601551,0.003067488059275996,2.8772916926549787e-06,0.00627996227467897,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,resnet50.a1_in1k_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,resnet50
uc-merced-land-use-dataset,robust_vit_base_patch16_224,full_fine_tuning,TRADES_v2,1.0,50.0,0.0002460727025284894,0.010075077894785211,0.000801663187901747,0.003413692239351968,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
stanford_cars,robust_vit_base_patch16_224,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010216519735616796,0.00944720667175166,6.049478317034524e-06,0.0002115610477060778,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
caltech101,robust_vit_base_patch16_224,full_fine_tuning,TRADES_v2,1.0,50.0,0.00016475678324414964,0.011389266983516912,0.0003218753941868195,0.000698845665057193,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
fgvc-aircraft-2013b,robust_vit_base_patch16_224,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010216519735616796,0.00944720667175166,6.049478317034524e-06,0.0002115610477060778,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
oxford-iiit-pet,robust_vit_base_patch16_224,full_fine_tuning,TRADES_v2,1.0,50.0,0.00016475678324414964,0.011389266983516912,0.0003218753941868195,0.000698845665057193,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
uc-merced-land-use-dataset,robust_vit_base_patch16_224,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000260469187428549,0.011296195782949013,2.667637993848853e-05,0.0010260142974876122,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
stanford_cars,robust_vit_base_patch16_224,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0002460727025284894,0.010075077894785211,0.000801663187901747,0.003413692239351968,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
caltech101,robust_vit_base_patch16_224,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0001793480721178975,0.005878824056644075,0.0032029975700290426,0.00378814552109712,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
fgvc-aircraft-2013b,robust_vit_base_patch16_224,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0001793480721178975,0.005878824056644075,0.0032029975700290426,0.00378814552109712,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
oxford-iiit-pet,robust_vit_base_patch16_224,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0001566128668532159,0.009921344049036338,0.0028396462251504724,0.0038618767411583593,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_vit_base_patch16_224_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
uc-merced-land-use-dataset,vit_small_patch16_224.dino,full_fine_tuning,TRADES_v2,1.0,50.0,2.8028646948618612e-05,0.0013334015642672916,0.0012004635786203954,0.0012063894632552644,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
stanford_cars,vit_small_patch16_224.dino,full_fine_tuning,TRADES_v2,1.0,50.0,7.185360253135676e-05,6.248729049947815e-05,3.715979856064905e-06,3.223520205884667e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
caltech101,vit_small_patch16_224.dino,full_fine_tuning,TRADES_v2,1.0,50.0,4.584309832449856e-05,6.148729475142458e-05,0.0005809106869624251,0.0001973383427457172,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
fgvc-aircraft-2013b,vit_small_patch16_224.dino,full_fine_tuning,TRADES_v2,1.0,50.0,5.8845084617491524e-05,6.385998813417035e-05,3.0804651249607853e-06,0.00033013050573460023,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
oxford-iiit-pet,vit_small_patch16_224.dino,full_fine_tuning,TRADES_v2,1.0,50.0,0.0008091927398908711,0.0006244754172127379,0.003499386279238906,0.00012896595820252311,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
uc-merced-land-use-dataset,vit_small_patch16_224.dino,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00011983204880461237,6.947541732259537e-05,2.732205196258429e-06,3.861218742555029e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
stanford_cars,vit_small_patch16_224.dino,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00023782678393729053,1.5483025646586275e-05,6.229168370707181e-05,0.004101327339787331,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
caltech101,vit_small_patch16_224.dino,full_fine_tuning,CLASSIC_AT,1.0,50.0,3.818233125284081e-05,0.0010925798251745034,1.540949276095007e-05,0.0027453885260328528,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
fgvc-aircraft-2013b,vit_small_patch16_224.dino,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000385765077377004,0.0003561582138458752,0.00047751184301655973,0.0055227614309091245,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
oxford-iiit-pet,vit_small_patch16_224.dino,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.028702367463668405,0.00019530977843660417,0.00048212001694162833,6.36056573999679e-05,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_small_patch16_224.dino_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_small
uc-merced-land-use-dataset,convnext_base.fb_in22k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0009309776043806107,0.0008436055827895758,6.408175518823708e-06,0.00037277138750144346,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
stanford_cars,convnext_base.fb_in22k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0005100811831211917,0.010174003415210835,5.143402722025206e-05,5.1704652145483847e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
caltech101,convnext_base.fb_in22k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0012329529911445684,0.008856168344049547,4.5880110941328475e-06,0.0005600582122085054,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
fgvc-aircraft-2013b,convnext_base.fb_in22k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
oxford-iiit-pet,convnext_base.fb_in22k,full_fine_tuning,TRADES_v2,1.0,50.0,0.000385765077377004,0.0003561582138458752,0.00047751184301655973,0.0055227614309091245,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
uc-merced-land-use-dataset,convnext_base.fb_in22k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0006477598113791464,0.0032601392473334233,1.4467297317734704e-05,1.0899192218120402e-06,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
stanford_cars,convnext_base.fb_in22k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
caltech101,convnext_base.fb_in22k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000260469187428549,0.011296195782949013,2.667637993848853e-05,0.0010260142974876122,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
fgvc-aircraft-2013b,convnext_base.fb_in22k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000385765077377004,0.0003561582138458752,0.00047751184301655973,0.0055227614309091245,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
oxford-iiit-pet,convnext_base.fb_in22k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_base.fb_in22k_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
