dataset,backbone,ft_type,loss_function,seed,epochs,lr1,lr2,weight_decay1,weight_decay2,scheduler,use_rs,epsilon,step_size,perturb_steps,distance,beta,project_name,exp_id,statedicts_path,trained_statedicts_path,datasets_path,configs_path,results_path,hpo_path,arch_type
uc-merced-land-use-dataset,robust_convnext_base,full_fine_tuning,TRADES_v2,1.0,50.0,0.0008123661567648408,0.0007410364460054084,0.0022875091546231676,0.003022800331896489,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
stanford_cars,robust_convnext_base,full_fine_tuning,TRADES_v2,1.0,50.0,0.0010789222521646082,6.827681387086174e-05,1.57476944267626e-06,0.00011897275088709404,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
caltech101,robust_convnext_base,full_fine_tuning,TRADES_v2,1.0,50.0,0.0005100811831211917,0.010174003415210835,5.143402722025206e-05,5.1704652145483847e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
fgvc-aircraft-2013b,robust_convnext_base,full_fine_tuning,TRADES_v2,1.0,50.0,0.0012566013081250584,2.160190332701473e-05,0.0046499184692037525,0.004383222605120044,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
oxford-iiit-pet,robust_convnext_base,full_fine_tuning,TRADES_v2,1.0,50.0,0.000385765077377004,0.0003561582138458752,0.00047751184301655973,0.0055227614309091245,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
uc-merced-land-use-dataset,robust_convnext_base,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0003667722693567317,0.00019153961757559636,0.0018277118012690447,0.0002845139719681653,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
stanford_cars,robust_convnext_base,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000465680463791956,0.007608481233714785,1.0010539860510488e-06,1.6193110912440726e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
caltech101,robust_convnext_base,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0001793480721178975,0.005878824056644075,0.0032029975700290426,0.00378814552109712,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
fgvc-aircraft-2013b,robust_convnext_base,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.001754368726695008,1.187378436162935e-05,0.0015941555325149704,8.548641316667401e-06,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
oxford-iiit-pet,robust_convnext_base,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.001754368726695008,1.187378436162935e-05,0.0015941555325149704,8.548641316667401e-06,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_base_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_base
uc-merced-land-use-dataset,vit_base_patch16_224.augreg_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
stanford_cars,vit_base_patch16_224.augreg_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010216519735616796,0.00944720667175166,6.049478317034524e-06,0.0002115610477060778,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
caltech101,vit_base_patch16_224.augreg_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00022637689662222718,0.001246190805485586,0.0010460822384971702,7.16854697686896e-05,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
fgvc-aircraft-2013b,vit_base_patch16_224.augreg_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00025824049301461684,0.0009295809304774738,0.000832462817112646,7.490544199154731e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
oxford-iiit-pet,vit_base_patch16_224.augreg_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0006752128935230421,0.0005976795935579488,0.0020537209952065792,5.07449252312913e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
uc-merced-land-use-dataset,vit_base_patch16_224.augreg_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0004106149692691775,0.0004939231519685779,0.0021296631377362607,2.5417751858654572e-06,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
stanford_cars,vit_base_patch16_224.augreg_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0023444850895738586,0.00017745136761915532,0.004626176667464454,0.004350529319158044,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
caltech101,vit_base_patch16_224.augreg_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00035588620665567914,0.0006824844006418367,0.000876856394490817,0.0043505864544563285,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
fgvc-aircraft-2013b,vit_base_patch16_224.augreg_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0005798468061966809,0.0008338976137672945,2.153462115501369e-05,1.0855521867612999e-06,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
oxford-iiit-pet,vit_base_patch16_224.augreg_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00022637689662222718,0.001246190805485586,0.0010460822384971702,7.16854697686896e-05,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in1k_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
uc-merced-land-use-dataset,vit_base_patch16_224.augreg_in21k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010273483678075497,2.1802987130996002e-05,5.899361481821869e-05,0.00011483732388406819,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
stanford_cars,vit_base_patch16_224.augreg_in21k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0047526033939376995,0.00011473032680323005,1.842210858018915e-06,3.0222945754477516e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
caltech101,vit_base_patch16_224.augreg_in21k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010934365156434519,0.00010672771102950353,0.00033823089104186444,2.4054140666875734e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
fgvc-aircraft-2013b,vit_base_patch16_224.augreg_in21k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010934365156434519,0.00010672771102950353,0.00033823089104186444,2.4054140666875734e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
oxford-iiit-pet,vit_base_patch16_224.augreg_in21k,full_fine_tuning,TRADES_v2,1.0,50.0,0.00025824049301461684,0.0009295809304774738,0.000832462817112646,7.490544199154731e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
uc-merced-land-use-dataset,vit_base_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00011122392254879859,0.000268068902023586,2.705585824178127e-06,0.0014132121370244082,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
stanford_cars,vit_base_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.005506529897945982,6.573686655138324e-05,0.0032543911150884836,1.2869165107815028e-06,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
caltech101,vit_base_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00017430560444244597,0.0003730448664045226,2.10443213206796e-06,2.561446266878037e-05,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
fgvc-aircraft-2013b,vit_base_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0023444850895738586,0.00017745136761915532,0.004626176667464454,0.004350529319158044,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
oxford-iiit-pet,vit_base_patch16_224.augreg_in21k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000385765077377004,0.0003561582138458752,0.00047751184301655973,0.0055227614309091245,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_224.augreg_in21k_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
uc-merced-land-use-dataset,vit_base_patch16_clip_224.laion2b,full_fine_tuning,TRADES_v2,1.0,50.0,9.128104780247613e-05,0.0033611119736614388,0.0006965595960557701,0.0009322528480826662,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
stanford_cars,vit_base_patch16_clip_224.laion2b,full_fine_tuning,TRADES_v2,1.0,50.0,2.5876410154210435e-05,0.0006188339116517515,0.004309054751874309,1.4943646773788343e-05,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
caltech101,vit_base_patch16_clip_224.laion2b,full_fine_tuning,TRADES_v2,1.0,50.0,5.067398077231702e-05,0.00021293855247312118,3.3418532833725172e-06,0.001729668070694354,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
fgvc-aircraft-2013b,vit_base_patch16_clip_224.laion2b,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010745127075411959,0.0018064875597039452,3.3862462111748364e-06,3.078581942280645e-05,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
oxford-iiit-pet,vit_base_patch16_clip_224.laion2b,full_fine_tuning,TRADES_v2,1.0,50.0,0.00010745127075411959,0.0018064875597039452,3.3862462111748364e-06,3.078581942280645e-05,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
uc-merced-land-use-dataset,vit_base_patch16_clip_224.laion2b,full_fine_tuning,CLASSIC_AT,1.0,50.0,4.044822649197344e-05,0.003601698830774201,0.00018308318127610826,7.493131437373717e-05,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
stanford_cars,vit_base_patch16_clip_224.laion2b,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000385765077377004,0.0003561582138458752,0.00047751184301655973,0.0055227614309091245,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
caltech101,vit_base_patch16_clip_224.laion2b,full_fine_tuning,CLASSIC_AT,1.0,50.0,1.634745612637676e-05,0.001979112227357907,3.862907418494318e-06,0.00022762614721505583,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
fgvc-aircraft-2013b,vit_base_patch16_clip_224.laion2b,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.000385765077377004,0.0003561582138458752,0.00047751184301655973,0.0055227614309091245,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
oxford-iiit-pet,vit_base_patch16_clip_224.laion2b,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0005798468061966809,0.0008338976137672945,2.153462115501369e-05,1.0855521867612999e-06,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,vit_base_patch16_clip_224.laion2b_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,vit_base
uc-merced-land-use-dataset,convnext_tiny.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0018730909725708793,0.00023641790929480254,2.5262059705061126e-05,0.006861958229666322,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
stanford_cars,convnext_tiny.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
caltech101,convnext_tiny.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
fgvc-aircraft-2013b,convnext_tiny.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0021669014789947975,0.001968266481201554,2.780160464938913e-05,0.006835961533142413,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
oxford-iiit-pet,convnext_tiny.fb_in1k,full_fine_tuning,TRADES_v2,1.0,50.0,0.0019705327699932355,0.0031401363237461588,6.879176075045679e-06,4.22034712713536e-06,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
uc-merced-land-use-dataset,convnext_tiny.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.001177226664551216,0.0026817281364868604,0.0012688200192235623,0.006700786339636365,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
stanford_cars,convnext_tiny.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.00972196341487802,0.000645088510687836,6.314616615333131e-05,8.171278766251871e-05,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_stanford_cars_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
caltech101,convnext_tiny.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0006477598113791464,0.0032601392473334233,1.4467297317734704e-05,1.0899192218120402e-06,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_caltech101_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
fgvc-aircraft-2013b,convnext_tiny.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.005506529897945982,6.573686655138324e-05,0.0032543911150884836,1.2869165107815028e-06,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_fgvc-aircraft-2013b_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
oxford-iiit-pet,convnext_tiny.fb_in1k,full_fine_tuning,CLASSIC_AT,1.0,50.0,0.0006742473247420364,0.0005281949792845911,0.005708357416333576,0.001298843859025954,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,convnext_tiny.fb_in1k_oxford-iiit-pet_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
uc-merced-land-use-dataset,robust_convnext_tiny,full_fine_tuning,TRADES_v2,1.0,50.0,0.00021306748753283612,0.0034194817832802365,0.0004939209853980815,0.0003256904134297838,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_tiny_uc-merced-land-use-dataset_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
stanford_cars,robust_convnext_tiny,full_fine_tuning,TRADES_v2,1.0,50.0,0.0001793480721178975,0.005878824056644075,0.0032029975700290426,0.00378814552109712,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_tiny_stanford_cars_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
caltech101,robust_convnext_tiny,full_fine_tuning,TRADES_v2,1.0,50.0,0.0001793480721178975,0.005878824056644075,0.0032029975700290426,0.00378814552109712,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_tiny_caltech101_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
fgvc-aircraft-2013b,robust_convnext_tiny,full_fine_tuning,TRADES_v2,1.0,50.0,0.0001793480721178975,0.005878824056644075,0.0032029975700290426,0.00378814552109712,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_tiny_fgvc-aircraft-2013b_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
oxford-iiit-pet,robust_convnext_tiny,full_fine_tuning,TRADES_v2,1.0,50.0,0.00020946320582210966,0.00615850789416645,1.1874094354758178e-05,0.0017104565829187907,False,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_tiny_oxford-iiit-pet_TRADES_v2,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
uc-merced-land-use-dataset,robust_convnext_tiny,full_fine_tuning,CLASSIC_AT,1.0,50.0,4.035315153266539e-05,0.004638547762139638,2.7120107378555088e-05,0.002653585062976771,True,False,0.015686275,0.007843137,10.0,Linf,1.0,full_fine_tuning_50epochs_final3,robust_convnext_tiny_uc-merced-land-use-dataset_CLASSIC_AT,~/scratch/state_dicts_share/,~/scratch/trained_state_dicts/,$SLURM_TMPDIR/data,./configs,./results,~/scratch/hpo_results/,convnext_tiny
