,dataset,backbone,loss_function,PairwiseDistance_Mean,PairwiseDistance_Median,PairwiseDistance_25%,PairwiseDistance_75%,PairwiseDistance_Std,std_dev_25%,std_dev_Mean,std_dev_Median,std_dev_75%,std_dev_Std,mean_abs_change_25%,mean_abs_change_Mean,mean_abs_change_Median,mean_abs_change_75%,mean_abs_change_Std
84,caltech101,robust_convnext_base,CLASSIC_AT,7.076854288405822,4.311928491981302,2.5618955383652726,11.187738506610575,6.5787499904520725,0.7113979445090164,2.6952225120288817,2.0306440877828322,2.206512404520072,2.9024025379388294,0.49196300139793986,1.4991544009052395,1.1172925508939302,1.1524390587439903,1.6172191989773375
85,fgvc-aircraft-2013b,robust_convnext_base,CLASSIC_AT,7.657721169556052,6.5162085399259055,4.3612073735744294,9.243924508488288,7.40672302946476,2.0809342603877132,3.0571078117460573,2.1239311313629994,2.5508704320599005,3.02850995557145,1.1629046638186524,1.6633870722472228,1.1674049258375225,1.2031447833039466,1.7031389320754637
86,dtd,robust_convnext_base,CLASSIC_AT,4.128048313794934,4.228358002525387,2.8958479543250597,5.753526185215422,2.3839301055642683,1.7559678611745753,2.1002240479100265,1.9693048575532726,2.1385131525956695,1.050751750958131,0.9475383352726063,1.124266497556578,0.9811696803316157,1.0848444837204951,0.5912547089815436
87,flowers-102,robust_convnext_base,CLASSIC_AT,6.077819981661137,5.892426438656918,3.731899605545344,8.143757323916404,4.175541074793297,2.1110563784719183,2.7835013288573855,2.4792939836901535,2.692663443978126,1.824150349346995,1.177947250067019,1.5022559322690372,1.2222069235409005,1.5052446253159466,1.030295645682753
88,stanford_cars,convnext_base.clip_laion2b,TRADES_v2,9.3001320933927,6.974064424670562,3.6545297135171726,10.508170531970213,8.460120478845232,0.3471690413060122,2.4159303727598003,1.5768066026840013,2.3976452243075923,3.5852405901111997,0.20737922543384985,1.3580365123644553,0.883849097079918,1.340324426869877,2.001019669169949
89,caltech101,convnext_base.clip_laion2b,TRADES_v2,5.525345752270145,3.693414720911042,2.1962922114210177,5.181330015844424,6.879866151584244,1.2512183491582238,2.2943809843132117,1.9983286649587588,2.3237889645708316,2.625468666987596,0.7263832239004282,1.28851155167693,1.1081049992487981,1.2834332979642429,1.4622524853203582
90,fgvc-aircraft-2013b,convnext_base.clip_laion2b,TRADES_v2,7.649957511062558,7.148232879313785,4.54669501987056,9.60969109323417,5.417481992558038,1.6825375624822505,2.7457293887321117,2.1608846639342576,2.5297513287370026,2.631437728434879,0.8813307305344014,1.4886454024664064,1.1865855717286915,1.2709555013411615,1.4764531836478376
91,dtd,convnext_base.clip_laion2b,TRADES_v2,3.492157790420392,3.9157247250204703,0.7548992400473742,5.216075539065541,2.2689339084318294,1.7929494416644103,1.9074424940577674,2.060633651529043,2.1356094784500255,0.6766155531370759,0.9570019661112035,1.0193195014616472,1.005701592627992,1.1468357816655586,0.36647005401006283
92,flowers-102,convnext_base.clip_laion2b,TRADES_v2,4.2952795279831095,4.63757727948606,0.9083467371323533,6.320493465246507,2.8426752134363205,2.049481711977249,2.162809182632097,2.337668973692513,2.4978008673274017,0.9340484656213897,1.1363131354836857,1.1600967301629403,1.1644278133616728,1.310719508750766,0.5061937064765766
93,oxford-iiit-pet,convnext_base.clip_laion2b,TRADES_v2,5.509808792135703,4.519733057767198,3.358272843252115,7.092338694492272,3.9841435602712787,1.540307319397466,2.229423388638659,1.84299724410209,2.0319755516201075,1.954256340638737,0.8497314729552338,1.2138590058936471,0.9520956951638927,1.1158890655075293,1.0979218119165193
94,stanford_cars,convnext_base.clip_laion2b,CLASSIC_AT,8.479810238229588,7.219582947840112,4.856287322949444,10.619336779839324,5.642196130376094,0.09718467513494777,2.091269307488335,1.9836567916213972,2.4326828566104792,2.5996113434554253,0.06595916748046876,1.1757007822219883,1.1926391101274334,1.3406294525646771,1.4433403089809422
95,caltech101,convnext_base.clip_laion2b,CLASSIC_AT,6.689661443874565,4.422713529146635,3.1764378518479512,6.149804158549322,7.571183927922575,0.08927723842876571,1.8606046700286423,1.0707494539503912,2.095655832236516,2.9946359915722054,0.06281032562255862,1.041963240631625,0.6759135026198166,1.102534162081205,1.667580734526618
96,fgvc-aircraft-2013b,convnext_base.clip_laion2b,CLASSIC_AT,9.489500993212559,7.115849424896384,4.662758267369448,11.28276197267274,8.335055618660402,0.25129872018277677,2.9542258758517073,2.1197090389112985,2.5578968470807917,3.696079414313233,0.14618282615780703,1.6034726689945134,1.165689566842362,1.324831226435887,2.0735934547255575
97,dtd,convnext_base.clip_laion2b,CLASSIC_AT,4.552274879266875,4.352053408516714,3.188138420588424,6.5406225161790275,2.833276949582301,1.7247292997486336,2.0038884081794808,1.8501278853676484,2.10086685557825,1.228435253347003,0.9548239200673205,1.074557187906255,0.9745278865733047,1.0705611208651928,0.6869835055476685
98,flowers-102,convnext_base.clip_laion2b,CLASSIC_AT,6.628428750981629,5.630184654052484,3.7725571120213814,7.995518461263308,5.685177027369686,2.133242740083746,2.753551443181005,2.4437071272124586,2.621340666250453,2.3686360956605017,1.1497894287109376,1.4831075254175745,1.215752455767463,1.3326574886546416,1.3307145593395568
99,stanford_cars,convnext_base.clip_laion2b_augreg,TRADES_v2,6.584038074217019,5.295754507332789,3.5583425693152284,8.240778243337273,5.0393751458097285,1.2074222087266675,2.322364529718758,2.386160066943973,2.5356257971490117,2.215105227365825,0.6912787890825115,1.271852547781808,1.2716827392578125,1.3502581486936474,1.2302307138551443
100,caltech101,convnext_base.clip_laion2b_augreg,TRADES_v2,6.272995002507259,5.454421653514381,3.288466046646535,8.469834976738436,3.9407184467486207,0.39951125512377644,1.671578591765642,0.9892019333322194,2.236293062467477,1.914559976508864,0.24008301221407372,0.9486232720888577,0.5736261661236103,1.2501258263221153,1.0590072573125038
101,fgvc-aircraft-2013b,convnext_base.clip_laion2b_augreg,TRADES_v2,8.466690827087474,7.1357040823266304,4.52168592138538,10.496500333531852,7.051256619207036,2.0882747179803185,3.0905762762508857,2.1966757186105026,2.555751501958819,3.2113139628434006,1.121211350751238,1.6813461446368319,1.1848610537965185,1.2863749015231092,1.804902092746005
102,flowers-102,convnext_base.clip_laion2b_augreg,TRADES_v2,4.440237273411193,4.790873276408631,1.005588187423407,6.556548156825558,2.986014722737666,2.0504174745700854,2.257218648698573,2.4001340704237992,2.5363032628794375,1.0285832422298924,1.1461347991344975,1.2231333551487,1.2178307626761642,1.3490100337009805,0.560849396900198
103,oxford-iiit-pet,convnext_base.clip_laion2b_augreg,TRADES_v2,4.686594219222409,4.124602968149931,3.2273701663688383,6.629005056582486,3.2777760144753456,1.5395972175156367,2.09874418861765,1.8007606702047967,1.993004127857515,1.593987124148282,0.8549603863038879,1.1428035250533355,0.9352748704993207,1.0621064227560293,0.8944968695586223
104,stanford_cars,convnext_base.clip_laion2b_augreg,CLASSIC_AT,6.028351710149804,5.411505526375424,4.1158075867570565,7.788943293164507,2.910379395803259,0.012017408705313738,1.4324195441767968,1.3645014690951958,2.380759982825027,1.2257549420091567,0.0076577108414448425,0.7719568048118793,0.8082084780833761,1.3275230532786886,0.636144535035424
105,caltech101,convnext_base.clip_laion2b_augreg,CLASSIC_AT,4.910848734404394,4.346217228816106,2.8319262453629923,6.221493837641298,3.284686649896321,0.2920571093707257,1.5591055980736315,1.2719369386964097,2.1681641785737837,1.6393518213857468,0.1964815873366136,0.8614028094365047,0.7150406544025127,1.1306189610407902,0.9069406171004469
106,fgvc-aircraft-2013b,convnext_base.clip_laion2b_augreg,CLASSIC_AT,7.7233654458073175,7.2795847184107245,4.713703352434724,10.011503027936769,4.988360360977032,0.056685590654785234,2.427180143128703,2.2075603337684124,2.61389105441987,2.5254267985012184,0.03524520159626343,1.3046637196096111,1.1735715282206634,1.243152925232593,1.4119191051622404
107,dtd,convnext_base.clip_laion2b_augreg,CLASSIC_AT,4.799067705657942,4.242508778673537,3.7311369796819687,6.407198686123103,3.3641567122277145,1.7494241296845041,2.080669619866538,1.9011856342514286,2.1173622110084933,1.492788345162706,0.955795466646235,1.115766681508815,0.982209160987367,1.0676264823751247,0.8371680364488314
108,flowers-102,convnext_base.clip_laion2b_augreg,CLASSIC_AT,8.004820595435632,6.530667196650924,4.56558636206471,9.239146784473826,7.09538497160762,2.2431378983110024,3.310115033133686,2.5686660930342518,2.8661278388526026,3.045054548364228,1.2035681032666974,1.811086945267112,1.2764178107766544,1.6022141699697456,1.71299448365468
109,oxford-iiit-pet,convnext_base.clip_laion2b_augreg,CLASSIC_AT,6.98052136273854,5.1639805631399005,3.6456150870565054,8.329092716825182,6.311359387073457,0.19487895891560023,2.330505136077276,1.7727388119726246,2.0270775981753646,2.8039369743223497,0.11969895293747163,1.263291000556496,0.9389730259992074,1.0611209040102751,1.573414463451068
110,stanford_cars,vit_base_patch16_224.augreg_in1k,TRADES_v2,14.63185163730562,9.256397330259508,5.310799981015279,16.6599972295394,14.135184813038652,2.3815476275298666,4.990278877369209,2.520787636406887,4.304476677752208,6.241643305681427,1.332367618748399,2.765898423281283,1.36979260053791,2.4062756147540982,3.4968612089810067
111,caltech101,vit_base_patch16_224.augreg_in1k,TRADES_v2,5.074641525131677,3.825456631725623,2.3971638222848153,5.6845761996488315,4.653674216551953,1.8691957336136982,2.7624768546676726,2.3906593568366574,2.9467563356839706,2.02497741310129,0.9759861285869892,1.51589783399533,1.1682853111853966,1.647286869929387,1.134809672970473
112,fgvc-aircraft-2013b,vit_base_patch16_224.augreg_in1k,TRADES_v2,13.287667225568958,8.122760915473016,4.704030965163812,15.482244851065426,14.029424102996279,2.0799120166936715,4.334822413078635,2.499913235209097,3.1673994179850995,5.9608028307172205,1.1737509334788603,2.3912878315388655,1.241833232316364,1.7706301026269882,3.341486471999097
113,dtd,vit_base_patch16_224.augreg_in1k,TRADES_v2,4.703480244535998,4.530042511088869,3.1849569179312307,5.923713840757723,2.9817462946439113,1.6457251219180151,2.282447865369266,2.11735805653734,2.294777897586529,1.3986694051957846,0.9582843212371177,1.2328948041226,1.065335959576546,1.217658477133893,0.7834268551539695
114,flowers-102,vit_base_patch16_224.augreg_in1k,TRADES_v2,5.916661773626491,5.629313198745289,3.484967029473614,7.499766431893969,4.396696819171039,2.23756378469177,2.9245758936673973,2.551120434911645,2.7319843595819053,1.87120339271627,1.1842936197916667,1.5843050204446336,1.284516098920037,1.5014277439491421,1.0566368873200818
115,oxford-iiit-pet,vit_base_patch16_224.augreg_in1k,TRADES_v2,5.634045933407281,3.7564216396732433,2.7679946136135456,7.3347294022324405,5.777015457376016,1.6906511326832865,2.678327607386393,1.9824400828694215,2.272449950864699,2.4220887951825234,0.8346651187841443,1.4628757130935361,0.9959212593410327,1.270338141399881,1.361857415659258
116,stanford_cars,vit_base_patch16_224.augreg_in1k,CLASSIC_AT,15.443771634681724,8.528361650596644,5.410118662321535,22.188784639952612,16.395102854191943,2.481225352912657,5.305938928787107,2.9211012823109392,3.391845278750916,6.826394248006553,1.3438396516393443,2.8814544470297823,1.3878638095543032,1.8960991531121927,3.8469564701386743
117,caltech101,vit_base_patch16_224.augreg_in1k,CLASSIC_AT,6.4903316196777725,3.8111879240523523,2.2691854350228264,6.0470428466796875,8.766599996987727,1.8089579699632137,2.8742603559962685,2.1462543886850423,2.4399466657404982,3.3315442680198606,0.9794114039494441,1.595171617605747,1.1473412146935096,1.3639716515174278,1.8632017544730146
118,fgvc-aircraft-2013b,vit_base_patch16_224.augreg_in1k,CLASSIC_AT,16.27083781275058,8.267736977603542,4.778745860619376,16.20128442001801,19.92496306906691,2.097621945365879,5.131749877453444,2.457848417488003,3.170383010760403,8.045317451674766,1.1796076523871266,2.820863274064953,1.2227108372645934,1.7722979816926772,4.5131417338111035
119,dtd,vit_base_patch16_224.augreg_in1k,CLASSIC_AT,5.312576930509036,4.713640644651987,3.0939487949828366,6.290918388570151,4.247481044580621,1.866724805833435,2.512978157861257,2.0787054543450223,2.332507123999063,1.8309488256291406,0.9576094282434341,1.3625831923586258,1.0610202545815326,1.2472666151980136,1.0318774980034107
120,flowers-102,vit_base_patch16_224.augreg_in1k,CLASSIC_AT,8.71726013828107,6.894479135274533,4.527864364751377,9.489764564089267,8.400872805415842,2.2241336326129844,3.60863880764126,2.684182532172028,3.517020995350218,3.5299220548601187,1.2158338359757965,1.9777772553053758,1.3320117426853555,1.9800538006950825,1.984846641864195
121,oxford-iiit-pet,vit_base_patch16_224.augreg_in1k,CLASSIC_AT,8.113514998212318,4.247128143634036,3.32045116979441,8.887219070982914,10.48114384855082,1.738787643971864,3.2247086077048395,1.9645292464165216,2.6908788905502536,4.088204442792241,0.8744633992513021,1.773160084045937,0.9961877352949502,1.5042470296223958,2.293147256569135
122,stanford_cars,vit_base_patch16_224.augreg_in21k,TRADES_v2,22.265010232321384,10.333503069810682,6.683867160441165,31.22597336065574,29.04554582965071,2.8642218443355123,7.572243961911591,3.578115514876095,6.183620126142599,11.352249557158402,1.6011486866435067,4.204310482838115,1.7824048652023565,3.456748737272669,6.355064717132045
123,caltech101,vit_base_patch16_224.augreg_in21k,TRADES_v2,14.000686861155067,9.221913310869377,6.017685068052625,15.127495151652175,15.012267388241854,2.0064346977138467,5.346958179676751,3.9721823479757745,6.018719544120981,6.191182184459255,1.2352129716139573,3.01834638928383,2.1792853722205527,3.4375345083383415,3.45425074371073
124,fgvc-aircraft-2013b,vit_base_patch16_224.augreg_in21k,TRADES_v2,14.757190581224034,9.590128766870933,6.147077365235985,12.69454385837785,16.12858724854008,2.7683441751741804,5.536754924634111,3.7756285901237963,4.862845975935908,6.644869088014407,1.6951207851304582,3.1446788032934028,2.050944938522284,2.7236734049088387,3.7251312682775857
125,dtd,vit_base_patch16_224.augreg_in21k,TRADES_v2,8.911899571329284,8.050785515936035,4.7147681712142875,10.154873499096183,6.988478908845646,2.4415793039599154,3.81267211375377,3.2917009741093457,3.7655325142505376,3.031643066488945,1.493712826992603,2.2356377334719593,1.812468118870512,2.0919196270881817,1.8975268902900952
126,flowers-102,vit_base_patch16_224.augreg_in21k,TRADES_v2,9.190032178096065,9.13772751162554,4.581734338481996,11.807758717329648,6.990119885679508,3.6905439634376154,4.135877180888034,3.9090618066485385,4.4030366505899785,2.2075306024042294,2.07077163995481,2.5788973405686164,2.148126699410233,2.289084221335018,1.9413016072413687
127,oxford-iiit-pet,vit_base_patch16_224.augreg_in21k,TRADES_v2,13.319190450592636,7.415616527628574,5.030669462402328,15.591451728900612,15.116351858391361,2.567972895231223,5.591672520988419,3.209243412092075,5.943306555341284,6.235759915977779,1.3384166109389153,3.1225459685595767,1.7417223833609319,3.5986891483915024,3.4913196503740127
128,stanford_cars,vit_base_patch16_224.augreg_in21k,CLASSIC_AT,24.11472467129767,11.166887287843,7.401437751269113,32.51970644018586,26.892494900700143,2.021081608810255,7.561861449459457,3.243738018974679,5.963150549950288,11.284957295795103,1.1170544233478483,4.1933231346811315,1.5815526243116036,3.3335024974385243,6.32129965905246
129,caltech101,vit_base_patch16_224.augreg_in21k,CLASSIC_AT,11.799477550094245,6.108718791367456,4.236648470359031,10.623423606080413,16.146622129221264,2.4448008323481765,4.623839256466327,2.9785591526984176,3.954466985201811,6.191871042398421,1.1898339198185846,2.556608468682103,1.6387839097243089,2.210614248422476,3.4687478944627337
130,fgvc-aircraft-2013b,vit_base_patch16_224.augreg_in21k,CLASSIC_AT,15.113209486439187,8.740684560133163,5.682202915047036,12.746520600925386,19.481208496200022,2.2933406897500452,5.297304797766153,3.1842629707016163,4.0499970385140305,7.643204961349145,1.3580632204053495,2.938352406392244,1.5979986477012682,2.317438682015775,4.279732540765427
131,dtd,vit_base_patch16_224.augreg_in21k,CLASSIC_AT,6.189782754889161,6.956082502298812,0.21281582446808578,8.818290397368513,5.8478438856690955,3.174426112772373,3.47090299194003,3.230655477382145,3.348948179876386,1.5798139436377063,1.7635132485247673,2.1915964060152864,1.7974924939744017,1.842033548558012,1.6872668843169767
132,flowers-102,vit_base_patch16_224.augreg_in21k,CLASSIC_AT,13.279848032144871,11.660136933320471,5.894325405943629,15.092755070609453,11.749439625389021,3.7694989913402437,5.528360136620409,4.485562467644806,5.83577179330176,4.3035247983118925,2.1084299124923405,3.886780072921767,2.539760933670343,4.056206916360294,4.3616649913407946
133,stanford_cars,vit_base_patch16_224.dino,TRADES_v2,22.58523461697792,11.154048742653652,7.300069105114552,38.71670644508782,21.419950830228363,0.6546831107721067,7.413298791426902,3.255114651200563,7.7456143252751835,9.814153318830787,0.39999069464011267,4.100531825081247,1.6007142614145748,4.329930039702869,5.502770339137757
134,caltech101,vit_base_patch16_224.dino,TRADES_v2,14.449132307319006,7.489466241849395,4.762168196537209,11.609444501726099,19.020163174764196,1.5938205701629689,5.459563193051978,3.744478247931538,5.050507527020443,7.3825703603313855,1.0324461716871998,3.033913395157627,2.0327847994290864,2.823319537823017,4.126377941532178
135,fgvc-aircraft-2013b,vit_base_patch16_224.dino,TRADES_v2,17.5246262913693,9.659971440346151,6.495775693143146,24.260194012337493,17.82509034624926,2.9446899809898026,6.758745188141887,3.9679068098927934,6.186419523062178,7.760538056114671,1.4161046865035076,3.7204808307295085,2.155250503521721,3.458313647724715,4.3640608389312225
136,flowers-102,vit_base_patch16_224.dino,TRADES_v2,8.156990688991113,7.393211618883184,4.413484207518252,9.712647779806135,6.133670858164148,2.430586719502857,3.6570590572020483,3.108207063311523,3.9129232875498543,2.6861030234240495,1.3862747491574754,2.1322622454822406,1.6550158930759804,2.4202262130438115,1.650147172241236
137,oxford-iiit-pet,vit_base_patch16_224.dino,TRADES_v2,12.591499299307953,7.508758102638133,4.866403841930938,15.839827502043722,13.99730660609367,2.3957424168959625,5.2877162018616,3.215473392798349,6.433206948355622,5.832579418461037,1.172097579292629,2.925712786573937,1.7152516461800837,3.596272012461787,3.2727839496695283
138,stanford_cars,vit_base_patch16_224.dino,CLASSIC_AT,30.49888435295014,10.509140506024462,5.768998107339778,45.33475261750768,38.10360938531352,2.515770661150128,9.380924809072203,3.1205373685785256,4.837352396503288,15.27601782743237,1.3900687546026511,5.184337358318392,1.5059816454277666,2.704162197425717,8.56455424554451
139,caltech101,vit_base_patch16_224.dino,CLASSIC_AT,16.031852803902478,6.501709744504365,4.520833642268661,19.641714712289662,20.49216022182948,2.436157385505566,6.076182157954152,3.3917508915561303,4.45571640554472,8.092056587244974,1.2553994692288912,3.363601041626144,1.8072395911583534,2.4908211928147534,4.532235626902237
140,fgvc-aircraft-2013b,vit_base_patch16_224.dino,CLASSIC_AT,30.129228893622457,9.834232769559105,6.841103403021915,42.65328983155762,37.90950141339977,2.2867975636086695,9.496708410271491,3.081686825553616,5.508855473515209,15.201861547247665,1.3555732351534364,5.269404887899705,1.5887978726646907,3.0795438292504502,8.515981451909246
141,dtd,vit_base_patch16_224.dino,CLASSIC_AT,10.89712669787951,7.575106757179408,5.305677958243237,12.40204185631687,11.082515298256292,2.263341568052175,4.5328638634360345,3.003730264105961,5.252886037621336,4.733675980066962,1.2727792942777594,2.512699794286169,1.5878997802734376,3.1295931552318814,2.6622479127373384
142,flowers-102,vit_base_patch16_224.dino,CLASSIC_AT,14.454907495408554,11.665788721889982,7.403711862784291,16.6829282671424,12.528213518890855,2.9468794719888294,6.800444252711616,6.188790612393511,7.805884967957507,5.63725096610785,1.5859402824850644,3.900253725757881,3.4409769694010417,4.577542174096201,3.454812280325695
143,stanford_cars,vit_base_patch16_224.mae,TRADES_v2,8.401725851838824,5.9065225696795025,2.9355168577100414,9.648003656133652,10.288006800019847,2.3941166503029,3.1203412372158996,2.585151018864706,2.929476788795321,3.7839366415692486,1.3321694295914446,1.6721162939853353,1.3477357958183913,1.4404766895731942,2.122248514731921
144,caltech101,vit_base_patch16_224.mae,TRADES_v2,5.753586360544061,4.234076237379004,1.349989255553571,5.693752806624281,8.35641965415226,2.0291397238946347,2.778073187118295,2.194132569343222,2.429541336506435,3.002526143361481,1.1143656510573166,1.5346313324603407,1.1600736764761117,1.300757070688101,1.6782608640680996
145,fgvc-aircraft-2013b,vit_base_patch16_224.mae,TRADES_v2,6.480603220451574,6.5170136766039,4.566195220494064,9.166600701340759,4.41414945720663,2.175392011887264,2.830991217404849,2.5504312588283655,2.64765697654659,1.953666199421108,1.1680322947049915,1.5133853899153868,1.2192193405682585,1.4783403962170807,1.1060854858442464
146,dtd,vit_base_patch16_224.mae,TRADES_v2,3.697287731207534,3.998574748256651,0.8098174399517954,5.973726695360426,2.4493590645325227,1.746283027503054,1.8570878077749058,2.055910455705595,2.149373650213483,0.6552714202911242,0.9649583532455119,0.9974935339528618,1.0070149198491523,1.1617104388297874,0.355531012272251
147,flowers-102,vit_base_patch16_224.mae,TRADES_v2,4.5622323627991115,4.71829893967132,0.6046042049632354,7.895339466488975,3.212277713645125,2.080004570799252,2.0766013312152967,2.272727991720746,2.534619942169449,0.822748077581338,1.1633264878216911,1.113074675915288,1.1849201277190564,1.2937459309895833,0.44256969353406933
148,oxford-iiit-pet,vit_base_patch16_224.mae,TRADES_v2,5.205568236283048,4.643465925811177,2.7480819567453536,6.795687171636817,3.942332505634416,1.5934939755304403,2.103323821249969,1.9789045810037917,2.1271455610367047,1.7798027387455748,0.8861359029576399,1.131840067257822,0.9760758773140286,1.1685862333878227,0.9981569512044592
149,stanford_cars,vit_base_patch16_224.mae,CLASSIC_AT,8.17791729715443,7.481754652118513,4.6788862384733605,9.620135373649665,6.986486066448764,2.370952537314248,3.120688681151183,2.4271242781432627,2.9151559868930246,2.8278402468596555,1.329923285812628,1.700681906731766,1.3378745157210554,1.4613172687467983,1.5866647775976188
150,caltech101,vit_base_patch16_224.mae,CLASSIC_AT,5.101016922972198,4.330987923720458,2.8947151585811692,6.638445154707454,4.230113525029874,1.7223506116491132,2.102204745778681,2.061988271333781,2.350756024308899,1.6970699088808203,1.047049067570613,1.1412942459236863,1.0981795090895432,1.1582017164963943,0.9357451170925551
151,fgvc-aircraft-2013b,vit_base_patch16_224.mae,CLASSIC_AT,6.989808644058143,6.0187824153098735,4.147585205957383,8.09822011729724,6.440723753616969,2.114558628758456,2.940355534477794,2.5116994949086453,2.579325703483741,2.554781872788774,1.1686269112137042,1.5820489053775806,1.1851291542007427,1.4018046549674557,1.4407876942663196
152,dtd,vit_base_patch16_224.mae,CLASSIC_AT,5.883494542628571,5.325222463451697,3.278086885492852,7.043332126021661,5.587111474463289,1.7102227666388479,2.3620621465099663,2.0293040523610406,2.2458060446987247,2.270120130959172,0.9590329434009308,1.2794058622197904,1.0554172597032911,1.1814789467669549,1.2745213805205435
153,flowers-102,vit_base_patch16_224.mae,CLASSIC_AT,7.3678559109067026,6.429043529844071,3.535722799862132,8.741102923815669,7.659040751735614,2.0791764946284212,2.8521811676851865,2.543705695031013,2.745666878529178,3.016125692769667,1.1664003858379293,1.5444381303059598,1.2922250785079656,1.4861227596507354,1.691631686054863
154,stanford_cars,vit_base_patch16_224.orig_in21k,TRADES_v2,4.067210416676876,5.20208520107582,0.36037400538117453,6.545564961408273,3.0781317865817446,2.3631373085758036,2.3838441385706597,2.3798487521903047,2.854898542738666,0.78903295247884,1.3087020123591189,1.2571101198734915,1.3206422899590164,1.3285932697233607,0.4000993548820751
155,caltech101,vit_base_patch16_224.orig_in21k,TRADES_v2,2.84090404305647,3.2463041363470078,0.6347462592351286,3.9222989559658687,1.9939861945620256,1.6550793837018793,1.758698133141111,1.9577524096443253,2.052684724341497,0.735768320620614,0.8634363614595854,0.9456904974717361,1.0775025000939003,1.1019302955040566,0.382162412832282
156,fgvc-aircraft-2013b,vit_base_patch16_224.orig_in21k,TRADES_v2,4.009501116036621,4.6017551015538976,0.49662599414765896,6.4184441759969815,2.901342313445897,2.065007041827288,2.172312865303264,2.1643068237449317,2.520884998191081,0.6605619967500508,1.1477806759910996,1.1477512950852626,1.1544422090125113,1.1726473731582476,0.34745315356472606
157,dtd,vit_base_patch16_224.orig_in21k,TRADES_v2,3.0330256349736993,3.7089165834010314,0.11549695603390964,5.106928669377204,2.20874477501581,1.4950580348182456,1.5507272515481998,1.7222795790475183,1.886920932500331,0.5643353307102784,0.9129308172997008,0.8286291069977011,0.9526147071351396,0.9628903328104221,0.2810980280713171
158,flowers-102,vit_base_patch16_224.orig_in21k,TRADES_v2,3.147139745244415,4.200314944037075,0.14771548117892,4.5658845500342595,2.1429820599769065,1.6870172933158922,1.8563183241288115,2.058602132471414,2.283241885017717,0.6688637358658988,1.0578833486519608,0.9967742080567183,1.1437084721583946,1.150793576708027,0.321706912956544
159,oxford-iiit-pet,vit_base_patch16_224.orig_in21k,TRADES_v2,2.442029399482381,3.133121773133522,0.5162228025651876,3.645101360691087,1.6222454690167512,1.6031325546659703,1.5902845275147397,1.6418340240888178,1.8055715111016917,0.5092135690240677,0.8382812997569209,0.8594515584426285,0.9005423283231431,0.9191010240195454,0.26672470251176733
160,stanford_cars,vit_base_patch16_224.orig_in21k,CLASSIC_AT,4.240433315456438,5.280550177822773,0.1984144867443649,7.260331067127541,3.5274542797093207,2.3625289265433116,2.312942255144455,2.376830289526006,2.887325842292813,0.8341822612232508,1.3196371109759222,1.2173844236320936,1.3216574747054304,1.3274216948962603,0.42430337398417334
161,caltech101,vit_base_patch16_224.orig_in21k,CLASSIC_AT,2.586457190403271,2.965880160623845,0.5553986174398485,3.872671710881163,1.8379810715505962,1.6558759576001436,1.756645610440048,1.9218967102394946,2.0465302597074064,0.5948396552073332,0.8293378536517804,0.9406176837749127,1.0696676987868088,1.0990477048433744,0.30015405626227826
162,fgvc-aircraft-2013b,vit_base_patch16_224.orig_in21k,CLASSIC_AT,4.039487874072032,4.618115859670627,0.4732528265212337,6.522772476306879,3.1099697563788413,2.068580655376567,2.108927122306935,2.1501742435133497,2.526803446006608,0.7363852048466698,1.153494552117722,1.099361617825185,1.1584200086284513,1.174585935448398,0.38208581468825015
163,dtd,vit_base_patch16_224.orig_in21k,CLASSIC_AT,3.251747553792803,3.7908021851938365,0.4552172072390296,5.184598188274807,2.236975141572867,1.5877720692306838,1.5719508671276161,1.7263022759321152,2.033093040457297,0.6478177067068184,0.9173903444980053,0.8296843366252322,0.9585722578332779,0.9650323096742022,0.32778544153171574
164,flowers-102,vit_base_patch16_224.orig_in21k,CLASSIC_AT,3.488499620146696,4.415729549330089,0.4694297640931371,4.8666663926379865,2.2998819448794015,1.7809738130980795,1.9031399661743407,2.0708190686697137,2.3845590134919137,0.7678005078025498,1.0610423966950062,1.0171072786617903,1.149017453661152,1.1575459199793199,0.38179262222860166
165,stanford_cars,vit_base_patch16_224.sam_in1k,TRADES_v2,5.646132791605912,5.258330179356755,3.0144769387167,7.656370408977392,3.818088026827209,2.375255593136962,2.9882941522656123,2.651517210517006,2.884240096484286,1.6174799913642455,1.3126991647188782,1.5883375541703326,1.3247054803566853,1.354434654360912,0.9164315390871477
166,caltech101,vit_base_patch16_224.sam_in1k,TRADES_v2,2.8132789700205856,3.0078676851236343,1.4443013851859359,3.8998465116260164,1.717658475594961,1.6326954291812137,1.9180522431721936,1.990481170727067,2.1856286931848734,0.6472293436326433,0.9239102877103365,1.0473523748406457,1.0825696505033053,1.1266147320087139,0.3341390508265649
167,fgvc-aircraft-2013b,vit_base_patch16_224.sam_in1k,TRADES_v2,6.193567339308133,6.0129917505729304,4.111983172175119,8.028655951074011,4.416239697101699,2.0794094338467697,2.8334022072547533,2.3771284432837865,2.5509180155854865,1.9071389005259867,1.1547387570750955,1.5272142541447384,1.1644824922156363,1.3670597511465523,1.0790715391245846
168,dtd,vit_base_patch16_224.sam_in1k,TRADES_v2,3.2172510195743103,3.793109528167186,1.0736260596742024,4.676560942845605,1.9360923427433654,1.537547581689308,1.7365673952699983,1.7850218261599058,2.0335456030233074,0.6177096545868732,0.8933863051394199,0.9273765390245894,0.9583433759973404,0.9983100404130651,0.32408927475497423
