backbone,ft_type,freeze_epochs,dataset,pruning_strategy,pruning_ratio,batch_strategy,aug,iterations,delta,batch_size,sample_size,loss_function,init_lr,sched,momentum,weight_decay,seed,log_dir,statedict_dir,data_dir,task,num_workers,epsilon,step_size,perturb_steps,beta,distance,unsup_fraction,exp,timestamp,clean_acc,robust_acc,id,nat_zero_mean,nat_dormant_mean,nat_overactive_mean,adv_zero_mean,adv_dormant_mean,adv_overactive_mean
robust_wideresnet_28_10,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/04/50/40,0.05,0.0,0f4fe1cc7c1064a4c425cd61a12dad14,0.0030427468830397,0.0733722541064714,0.0303779932713239,0.0030427468830397,0.0739412230358203,0.0305264199485454
deit_small_patch16_224.fb_in1k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/04/52/20,0.1078125,0.0,6d5e711996621631ab1734d8b6db1d89,0.1222564304858355,0.2223233429346842,0.0591758422927311,0.1152437806427071,0.2133684940892575,0.0582632468167323
convnext_base,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/03/41,0.1125,0.0,48a32a773f7b2b0a43fab22b961f2f59,0.0063557330827067,0.083141447368421,0.0413416353383458,0.0050046992481203,0.0774083646616541,0.0406837406015037
convnext_base.fb_in22k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/06/25,0.11875,0.0,b96c4aa2b08a4789680f50d8038d7a48,0.0060150375939849,0.0816024436090225,0.0414708646616541,0.0046875,0.0757988721804511,0.0407777255639097
vit_base_patch16_224.augreg_in21k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/07/11,0.275,0.084375,c5f4f5e437450d30fe1c169b65431a87,0.444570354988689,0.5511838780187881,0.0714691973059247,0.4430787462212557,0.5433183405457743,0.070760906509409
robust_convnext_base,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/11/53,0.05625,0.0125,4cf52616ee8bd6d4b83c7962c30d88c0,0.0014332706766917,0.1317669172932331,0.0603383458646616,0.0012687969924812,0.1268209586466165,0.0599036654135338
convnext_tiny,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/13/44,0.121875,0.121875,8fa7f12fb753a61f4aad855ea95400f7,0.2588480613165013,0.4095187105500451,0.0828167267808836,0.2588480613165013,0.4095187105500451,0.0828167267808836
vit_base_patch16_224.augreg_in1k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/14/02,0.421875,0.340625,ce3ca85417e851b56e14c36645ff4564,0.253722733955965,0.3598746042561337,0.0662447112267701,0.2518001014151985,0.3574037256316205,0.0660578011554674
robust_vit_base_patch16_224,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/14/57,0.596875,0.346875,8ce7f0548839b8ff45ae3b014b6b8958,0.2217172031191232,0.3357274508764777,0.0627943944542066,0.2191832765774586,0.3184012835154527,0.0607639027006478
convnext_tiny.fb_in22k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/18/18,0.878125,0.440625,552f18fbbb3d2c76e4a5147c90dcdf3b,0.0053821009918845,0.0741377366997294,0.043507664562669,0.005832957619477,0.088508791704238,0.0460437330928764
wideresnet_28_10,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/19/16,0.025,0.0,93d3ca18db20cb392bcb46b685ec8395,0.0029437957648921,0.0961557490599643,0.0336928557292697,0.0028943202058183,0.0924698199089649,0.0328270334454779
robust_convnext_tiny,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/21/25,0.19375,0.0875,347f6f5a3821f4a5c9b7eb085c14697c,0.2260764201983769,0.4060809287646528,0.0880579350766456,0.2264709197475203,0.4074053201082055,0.0877197926059513
robust_deit_small_patch16_224,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/21/58,0.09375,0.01875,743808c98cb8f8ffbda88d5343c5e614,0.2350163909185107,0.3727887192000174,0.0652526113234907,0.2357045169758363,0.3733693838889706,0.0650216856551802
wideresnet_28_10,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/27/48,0.075,0.025,daacbe82fdb1d984b922197a8da53219,0.0027953690876706,0.0972194735800514,0.0344844646744508,0.0027706313081337,0.09162873540471,0.0329754601226993
robust_wideresnet_28_10,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/28/32,0.125,0.025,a57f754eecf9b2fa62eba77eddab6b40,0.0029190579853552,0.0721353651296259,0.0302543043736394,0.0029190579853552,0.0732238274292499,0.0303037799327132
robust_convnext_tiny,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/29/25,0.615625,0.415625,d1a99d19e8a0197fe5d881408a6e1377,0.005832957619477,0.1093327321911632,0.0494251577998196,0.0060020288548241,0.1134467989179441,0.050890441839495
deit_small_patch16_224.fb_in1k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/35/12,0.15625,0.0734375,ac5fcbb2436f0d4555634b8a03fb45ee,0.1222564304858355,0.2223233429346842,0.0591758728910706,0.1173968634009344,0.2162399646625896,0.0584810151990519
vit_base_patch16_224.augreg_in21k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/39/18,0.421875,0.128125,79a7a02134f7afadb04bc9ca08ce1489,0.410367204165587,0.5322488030840208,0.0730082182294492,0.4116870796474041,0.5317515338651002,0.0729979065827227
convnext_base.fb_in22k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/39/32,0.08125,0.0,f7abe04ec22c499ff69d1673fc7e75a3,0.0060150375939849,0.0815671992481203,0.0414708646616541,0.0047227443609022,0.0765742481203007,0.040859962406015
convnext_base,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/40/19,0.1125,0.025,f03560704fc9721d442227bb4567e860,0.0063557330827067,0.0831531954887218,0.0413768796992481,0.0051339285714285,0.0795347744360902,0.041188909774436
robust_convnext_base,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/43/22,0.1125,0.01875,b2794fca82bb057d6c7b0f2d0af2ede9,0.0014332706766917,0.1317551691729323,0.0602913533834586,0.0013862781954887,0.1120300751879699,0.056625939849624
robust_vit_base_patch16_224,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/45/43,0.54375,0.309375,f92d131140f84904d534bf211fa81ace,0.2161958823666924,0.3278811903691545,0.0641771495622048,0.2099226834564346,0.3076863504273305,0.0622463319606093
convnext_tiny,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/46/36,0.75625,0.384375,7a73064923a7744044a19dc32ed23efb,0.0070164562669071,0.1047396302975653,0.0522711902614968,0.0070728133453561,0.1100090171325518,0.0535392245266005
vit_base_patch16_224.augreg_in1k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/49/45,0.8875,0.40625,69ce70dff738154e4a54ec667647e248,0.1809491745358504,0.2628194269710819,0.0619957926033487,0.192427291875169,0.2821996315223307,0.0635079634675185
robust_convnext_tiny,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/53/27,0.734375,0.415625,5fc6f975416af0f557aa5f2f41cffb18,0.0218947249774571,0.1346652389540126,0.0479035166816952,0.0219510820559062,0.1382157348963029,0.0499605500450856
robust_deit_small_patch16_224,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/05/54/53,0.0625,0.03125,e219018fc4014519697e15116b94fb3f,0.2350163909185107,0.3727886274049989,0.0652526113234907,0.2348017435668215,0.3726758725238905,0.0651423043095435
robust_wideresnet_28_10,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/01/06,0.025,0.0,b004f133c6fb1b90b391a25ee0ad77e1,0.0028197332287171,0.0401873283640643,0.0226559435072577,0.0028197332287171,0.0403344448803452,0.0227785406041584
wideresnet_28_10,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/01/21,0.1,0.0,6241b0966701918a0d71879690884ea9,0.0017899176147508,0.0331747744213417,0.0140741467242055,0.0017408787759905,0.0332483326794821,0.0140251078854452
vit_base_patch16_224.augreg_in1k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/02/43,0.0,0.0,60f1ecddde276e8f9b0991d3a127add5,0.4019564696689937,0.5161197077065091,0.0695544738347536,0.4019564696689937,0.5161197077065091,0.0695544738347536
robust_vit_base_patch16_224,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/03/21,0.0,0.0,63d621e0df242ae8aef70d02dc7c2d0c,0.4442062970340073,0.5865997614809916,0.0806057291071276,0.4442062970340073,0.5865997614809916,0.0806057291071276
deit_small_patch16_224.fb_in1k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/03/51,0.0078125,0.0,e92a0b7d8f24dab45e6688ef6604b520,0.1792921776329091,0.2945632367693013,0.0630619323152602,0.1771930322718355,0.2925444723607019,0.0629559714327257
robust_deit_small_patch16_224,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/04/41,0.003125,0.003125,c226c2566eed5d8b52de4092c072211a,0.2410465655088545,0.392143387624797,0.071576132481028,0.2410465655088545,0.392143387624797,0.071576132481028
convnext_base,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/05/13,0.0125,0.0,8d7d2204ff897324e3790cca7c2d12e9,0.0093472157229761,0.1001754796443612,0.0482101076275152,0.0082592419279363,0.0992629854936827,0.0481282171268132
convnext_base.fb_in22k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/06/18,0.00625,0.0,41c31f1999c8f4dedc61413764356d6f,0.0055919513336452,0.0843121197941038,0.0454024333177351,0.0053579784744969,0.0837388862891904,0.0453673373888628
vit_base_patch16_224.augreg_in21k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/08/06,0.0875,0.0875,e702252c9a2f92c11bf35983d175d790,0.5077205811257147,0.5933684941211086,0.0744075609105923,0.5077205811257147,0.5933684941211086,0.0744075609105923
robust_convnext_base,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/09/51,0.0,0.0,150d4deea98130b099db0dce0d69e8c9,0.0016729059429106,0.1023280299485259,0.0491810949929808,0.0016729059429106,0.1023280299485259,0.0491810949929808
convnext_tiny.fb_in22k,full_fine_tuning,10,EuroSAT,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/12/24,0.9,0.23125,3584d56cf9ee5a7139fffb7f230ad6ac,0.0075236699729486,0.1040351668169522,0.0473399458972046,0.0078054553651938,0.1305793507664562,0.0542718665464382
convnext_tiny,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/13/41,0.0,0.0,6f0a4f5682f64e8fab9b8ebfc43ff485,0.2814661905824592,0.4441530908279402,0.0857230528899799,0.2814661905824592,0.4441530908279402,0.0857230528899799
convnext_tiny.fb_in22k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/18/17,0.128125,0.05625,7f92bba749460448458392871ebed38b,0.0047701405936174,0.0657777281856728,0.0377147958045079,0.0047422450345904,0.0663356393662129,0.0378542735996429
wideresnet_28_10,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/24/21,0.0,0.0,9679381cfa48837c417e1383a3b4fc08,0.0025990584542958,0.0334199686151431,0.0141231855629658,0.0025990584542958,0.0334199686151431,0.0141231855629658
robust_wideresnet_28_10,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/25/27,0.0,0.0,5780b5cf965dc278252c8ffd1f11b75e,0.0027706943899568,0.0401873283640643,0.0224107493134562,0.0027706943899568,0.0401873283640643,0.0224107493134562
robust_convnext_tiny,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/27/54,0.103125,0.103125,dd6a0599dbc688107988c593bbc02468,0.2925128319571524,0.4367886632448114,0.0896284311537603,0.2925128319571524,0.4367886632448114,0.0896284311537603
robust_deit_small_patch16_224,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/29/38,0.0078125,0.0,ebf4da0816a76ef1b84853512e15ccd6,0.2410462595288299,0.3921439995848463,0.0715766220490674,0.2403205361063772,0.391663886328176,0.0715510727170096
deit_small_patch16_224.fb_in1k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/29/45,0.0,0.0,bf5f2d52943fdfb1027ce72fdf5b9891,0.1792927283969535,0.29456433829739,0.0630623300892923,0.1792927283969535,0.29456433829739,0.0630623300892923
vit_base_patch16_224.augreg_in1k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/32/28,0.040625,0.021875,f23ad0f67ae96cccada210221a41e2f4,0.2291364560540232,0.3396314148186788,0.0666780451134813,0.22862898507763,0.3392331028840874,0.066659303722282
vit_base_patch16_224.augreg_in21k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/38/25,0.090625,0.090625,e960005cad4869691afa892dd66d6862,0.4505785842291055,0.5527224555708166,0.0717485017290425,0.4505785842291055,0.5527224555708166,0.0717485017290425
robust_vit_base_patch16_224,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/39/25,0.0,0.0,df60df119cffc296bc31196d9fc4aa94,0.2832419192016859,0.4470755810779815,0.0740127371696282,0.2832419192016859,0.4470755810779815,0.0740127371696282
convnext_base,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/43/39,0.01875,0.0,7083d384efeecb54e3dff5ccb7e21d2e,0.0091951333645297,0.100198876930276,0.0482686008423022,0.0073935423490875,0.0974379971923257,0.0479761347683668
convnext_base.fb_in22k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/44/51,0.0,0.0,5e8fe864977c559a3f1cc016606aa07a,0.0057908282639213,0.0843940102948058,0.0455545156761815,0.0057908282639213,0.0843940102948058,0.0455545156761815
robust_convnext_base,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/47/15,0.0,0.0,0a8bc8c9059d62a25365f7dc55b12a5c,0.001965372016846,0.1027140851661207,0.0491459990641085,0.001965372016846,0.1027140851661207,0.0491459990641085
robust_convnext_tiny,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/52/20,0.0,0.0,e420cc37e627bb19446213616e59474b,0.1070352599866101,0.3163635349252399,0.0741463958937737,0.1070352599866101,0.3163635349252399,0.0741463958937737
convnext_tiny,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/52/48,0.103125,0.103125,3c44e0a2642de93efc577d8b529a0387,0.2518968980138362,0.4022539611693818,0.0860856951573309,0.2518968980138362,0.4022539611693818,0.0860856951573309
convnext_tiny.fb_in22k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0005,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/53/46,0.125,0.08125,dbf3a418baafb31a16cd42095876d497,0.0051885739790225,0.0711894666369114,0.039109573755858,0.0051606784199955,0.0709941977237223,0.039332738228074
wideresnet_28_10,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/57/35,0.0,0.0,52d0e56099be5fd2990ae664dc3337ce,0.0022067477442134,0.0330276579050608,0.0140496273048254,0.0022067477442134,0.0330276579050608,0.0140496273048254
robust_wideresnet_28_10,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/06/59/34,0.0,0.0,4166136ee6febe9379c6e30f2c4d64b6,0.0030649274225186,0.0404325225578658,0.0225823852491173,0.0030649274225186,0.0404325225578658,0.0225823852491173
deit_small_patch16_224.fb_in1k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/07/04/40,0.0,0.0,cd2202d1558fb887bb86eaa34aaeba4a,0.1792920858389017,0.2945641853073777,0.0630619629132627,0.1792920858389017,0.2945641853073777,0.0630619629132627
vit_base_patch16_224.augreg_in1k,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/07/07/17,0.009375,0.0,8d4d64cfbfd72c411042b6148c3c625a,0.210893907141593,0.3147249320658992,0.0666196637675086,0.2101555881229087,0.3141807432618502,0.0665874285746457
robust_deit_small_patch16_224,full_fine_tuning,10,Aircraft,random,0.0,random,aug,50,1,2,64,TRADES_v2,0.0001,nosched,0.9,0.0001,1,./logs,./state_dicts,~/scratch/data,train,1,0.0156862745098039,0.0078431372549019,10,1.0,l_inf,0.3,RQ1,24/11/20/07/08/22,0.0390625,0.034375,bea45a06abbd1b087622653925f23d11,0.2410460759408151,0.3921435100168068,0.0715764078630502,0.240234555719452,0.3916350018138496,0.0715614148418426
