,clean_acc,robust_acc,backbone,dataset,loss_function,zero_adv_train0,dormant_adv_train0,overactive_adv_train0,zero_adv_train5,dormant_adv_train5,overactive_adv_train5,zero_adv_val0,dormant_adv_val0,overactive_adv_val0,zero_adv_val5,dormant_adv_val5,overactive_adv_val5
11,0.508,0.0615,convnext_tiny,dtd,CLASSIC_AT,0.03906162307778651,0.0022449208665394544,0.02851049500505107,0.03917386912111348,0.002918397126501291,0.03243910652149512,0.03754630149287238,0.002441351442361657,0.02856661802671456,0.03605904141878999,0.002441351442361657,0.028286002918397127
12,0.7606666666666667,0.39666666666666667,convnext_tiny,oxford-iiit-pet,CLASSIC_AT,0.04483649848297561,0.0026969322395774807,0.027194066749072928,0.03652095741094505,0.01719294302730644,0.04652208113271154,0.03820654006068098,0.035734352174401615,0.04874143162153051,0.01191145072480054,0.0026688391954152154,0.02637936846836723
13,0.31266666666666665,0.17333333333333334,robust_convnext_tiny,stanford_cars,TRADES_v2,0.027379112386840362,0.028924707440936188,0.04195186575402959,0.02219032899094723,0.015897549127842792,0.03311989401633915,0.01956833738132038,0.0206447339368514,0.03361669242658424,0.029807904614705234,0.027103113270037536,0.04173106646058733
15,0.25466666666666665,0.14866666666666667,robust_convnext_tiny,fgvc-aircraft-2013b,TRADES_v2,0.032805177415755414,0.02912296362419103,0.0422896674849364,0.02912296362419103,0.027337647846462844,0.03682213791564383,0.024045971881276502,0.03406047757197054,0.03894220040169605,0.03048984601651417,0.0317730417317563,0.04376813211336755
16,0.25466666666666665,0.14866666666666667,robust_convnext_tiny,fgvc-aircraft-2013b,TRADES_v2,0.032805177415755414,0.02912296362419103,0.0422896674849364,0.02912296362419103,0.027337647846462844,0.03682213791564383,0.024045971881276502,0.03406047757197054,0.03894220040169605,0.03048984601651417,0.0317730417317563,0.04376813211336755
17,0.25466666666666665,0.14866666666666667,robust_convnext_tiny,fgvc-aircraft-2013b,TRADES_v2,0.032805177415755414,0.02912296362419103,0.0422896674849364,0.02912296362419103,0.027337647846462844,0.03682213791564383,0.024045971881276502,0.03406047757197054,0.03894220040169605,0.03048984601651417,0.0317730417317563,0.04376813211336755
18,0.46,0.26066666666666666,robust_convnext_tiny,dtd,TRADES_v2,0.028286002918397127,0.02761252665843529,0.04276574250757661,0.0259288360085307,0.031990122348187225,0.04703109215400157,0.02946458637333034,0.041643282074306884,0.052783701874508926,0.028201818385901897,0.028145695364238412,0.04391626445167808
19,0.46,0.26066666666666666,robust_convnext_tiny,dtd,TRADES_v2,0.028286002918397127,0.02761252665843529,0.04276574250757661,0.0259288360085307,0.031990122348187225,0.04703109215400157,0.02946458637333034,0.041643282074306884,0.052783701874508926,0.028201818385901897,0.028145695364238412,0.04391626445167808
20,0.46,0.26066666666666666,robust_convnext_tiny,dtd,TRADES_v2,0.028286002918397127,0.02761252665843529,0.04276574250757661,0.0259288360085307,0.031990122348187225,0.04703109215400157,0.02946458637333034,0.041643282074306884,0.052783701874508926,0.028201818385901897,0.028145695364238412,0.04391626445167808
21,0.46,0.26066666666666666,robust_convnext_tiny,dtd,TRADES_v2,0.028286002918397127,0.02761252665843529,0.04276574250757661,0.0259288360085307,0.031990122348187225,0.04703109215400157,0.02946458637333034,0.041643282074306884,0.052783701874508926,0.028201818385901897,0.028145695364238412,0.04391626445167808
22,0.878,0.6646666666666666,robust_convnext_tiny,oxford-iiit-pet,TRADES_v2,0.03101472075514103,0.027418811102371054,0.039442634003820656,0.030115743341948532,0.026070344982582313,0.03921788965052253,0.03402067648050343,0.023963366670412406,0.04028542532868862,0.03747612091246207,0.02387908753792561,0.03972356444544331
23,0.878,0.6646666666666666,robust_convnext_tiny,oxford-iiit-pet,TRADES_v2,0.03101472075514103,0.027418811102371054,0.039442634003820656,0.030115743341948532,0.026070344982582313,0.03921788965052253,0.03402067648050343,0.023963366670412406,0.04028542532868862,0.03747612091246207,0.02387908753792561,0.03972356444544331
24,0.224,0.13,robust_convnext_tiny,stanford_cars,CLASSIC_AT,0.030470302495032017,0.025943916979465666,0.04206226540075072,0.03168469860896445,0.02285272687127401,0.03731508059174211,0.02787591079708545,0.023956723338485315,0.038750275999116804,0.02978030470302495,0.027075513358357253,0.042283064694192976
25,0.09,0.050666666666666665,robust_convnext_tiny,fgvc-aircraft-2013b,CLASSIC_AT,0.036933720151751843,0.025440749832626647,0.04295916090158447,0.04240124972104441,0.02231644722160232,0.04028118723499219,0.03252622182548538,0.031187234992189245,0.041201740682883285,0.030461950457487168,0.0317730417317563,0.044130774380718586
26,0.51,0.36733333333333335,robust_convnext_tiny,dtd,CLASSIC_AT,0.029969693568301717,0.026714558311819507,0.04265349646424964,0.029520709394993825,0.023347177012010327,0.04040857559771018,0.027388034571781343,0.02867886407004153,0.044982601863284316,0.028117633853406668,0.028201818385901897,0.04388820294084633
